VariableName,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_ma,talkContent_en,talkContent_th,talkContent_ph,talkContent_in,talkContent_vn,topTalk,topTalk_ma,topTalk_en,topTalk_th,topTalk_ph,topTalk_in,topTalk_vn,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
100203,,,2000,,,,,,,,,,2,<27>,,,,"Maybe it’s not a mirror, but a clear glass wall, and on the other side is a Ditto transforming.","Mungkin itu bukan cermin, tetapi dinding kaca lutsinar, dan di sebelah sana ialah Ditto yang sedang meniru.","Maybe it’s not a mirror, but a clear glass wall, and on the other side is a Ditto transforming.",บางทีมันอาจไม่ใช่กระจก แต่เป็นกระจกใส ฝั่งตรงข้ามมีกลุ่มดิตโตที่กำลังแปลงร่าง,"Marahil hindi ito salamin kundi malinaw na salamin lang, at sa kabila ay may Ditto na nag-aanyong ibang nilalang.","Mungkin itu bukan cermin, melainkan dinding kaca transparan, di baliknya ada Ditto yang sedang berubah bentuk.","Có lẽ đây không phải là gương, mà là một bức tường kính trong suốt, phía bên kia bức tường hẳn là một con Ditto đang biến hình.",,,,,,,,,,,,,,,,,,,,,,,,,
100204,,,2000,,,,,,,,,,,,,,,"Ditto transforms back to its original form after being discovered, and you realize you're surrounded by Ditto in various hero forms—who is your real hero?","Apabila diketahui, Ditto kembali ke bentuk asal, dan kamu dapati dikelilingi oleh Ditto yang menyerupai hero—mana satu yang sebenar?","Ditto transforms back to its original form after being discovered, and you realize you're surrounded by Ditto in various hero forms—who is your real hero?",เมื่อถูกจับได้ ดิตโตกลับสู่ร่างเดิม แล้วคุณก็พบว่าถูกล้อมด้วยพวกมันที่แปลงร่างเป็นฮีโร่ต่าง ๆ ใครกันคือฮีโร่ตัวจริงของคุณ...,"Nang mabisto, bumalik si Ditto sa orihinal na anyo, at nakita ninyo na napalibutan kayo ng mga Ditto na nakaanyong heroes—alin ang totoo?","Ditto kembali ke bentuk aslinya setelah ketahuan, dan kalian menyadari telah dikepung oleh Ditto yang meniru bentuk berbagai hero—siapa yang asli?","Con Ditto bị phát hiện biến hình trở lại nguyên dạng, lúc này các bạn mới nhận ra mình đã bị bao vây bởi những Ditto biến thành hình dạng các anh hùng khác nhau, ai mới là anh hùng thật sự của các bạn đây...",,,,,,,,,,,,,,,,,,,,,,,,,
100206,,,2000,,,,,,,,,,,,,,,"After passing Ditto's challenge, you receive a white tablet with a Caterpie design.","Selepas cabaran Ditto, kamu menerima batu putih bergambar Caterpie.","After passing Ditto's challenge, you receive a white tablet with a Caterpie design.",เมื่อผ่านบททดสอบของดิตโต คุณได้รับแผ่นหินสีขาวที่มีรูปแคทเทอร์พี,"Matapos ang pagsubok ni Ditto, nakuha ninyo ang puting tablet na may larawan ni Caterpie.","Setelah menyelesaikan tantangan Ditto, kalian mendapatkan tablet putih bergambar Caterpie.","Sau khi vượt qua thử thách của Ditto, các bạn nhận được một phiến đá trắng có vẽ hình Caterpie.",,,,,,,,,,,,,,,,,,,,,,,,,
100301,,,2000,,,,,,,,,,,,,,,"After many trials, you reach the fourth island. As you approach, heat radiates from a volcanic mountain in the center, spewing dark red lava and black smoke. Charizard flies overhead, seemingly welcoming your arrival...","Setelah melalui pelbagai rintangan, kamu tiba di pulau keempat. Apabila hampir sampai, kamu rasa haba dari gunung berapi yang memuntahkan lava merah pekat dan asap hitam. Charizard terbang di atas, seolah-olah menyambut kedatangan kamu...","After many trials, you reach the fourth island. As you approach, heat radiates from a volcanic mountain in the center, spewing dark red lava and black smoke. Charizard flies overhead, seemingly welcoming your arrival...",หลังผ่านอุปสรรคมากมาย คุณมาถึงเกาะที่สี่ พอเข้าใกล้ก็สัมผัสได้ถึงความร้อนจากภูเขาไฟที่พ่นลาวาแดงฉาน พร้อมควันดำหนาทึบ ชาร์ซาร์ดโบยบินอยู่เบื้องบน ดูเหมือนกำลังต้อนรับคุณ...,"Sa wakas, nakarating na kayo sa ikaapat na isla. Ang init mula sa bulkan ay dama mula sa malayo, at sa itaas ay lumilipad si Charizard na tila sumasalubong sa inyo...","Setelah melalui banyak tantangan, kalian tiba di pulau keempat. Saat mendekat, hawa panas dari gunung berapi di tengah pulau terasa membara, memuntahkan lava merah gelap dan asap hitam. Charizard terbang di udara, seolah menyambut kalian...","Sau bao gian truân, các bạn tiến đến hòn đảo thứ tư. Khi vừa đến gần đảo, hơi nóng đã phả vào người. Từ xa nhìn lại, ngọn núi lửa ở trung tâm đảo phun trào dung nham đỏ sẫm, cuộn theo khói đen nghi ngút. Charizard lượn lờ trên không trung, dường như đang chào đón sự xuất hiện của các bạn...",,,,,,,,,,,,,,,,,,,,,,,,,
100303,,,2000,,,,,,,,,,,,,,,"After overcoming Charizard’s challenge, you receive a red tablet with an Oddish symbol.","Selepas mengalahkan Charizard, kamu menerima batu merah bergambar Oddish.","After overcoming Charizard’s challenge, you receive a red tablet with an Oddish symbol.",หลังเอาชนะชาร์ซาร์ดได้ คุณได้รับแผ่นหินสีแดงมีรูปอ็อดดิช,"Matapos ang pagsubok ni Charizard, nakuha ninyo ang pulang tablet na may Oddish na imahe.","Setelah menyelesaikan tantangan Charizard, kalian mendapatkan tablet merah bergambar Oddish.","Sau khi vượt qua thử thách Charizard, các bạn nhận được một phiến đá đỏ có hình Oddish.",,,,,,,,,,,,,,,,,,,,,,,,,
100401,,,2000,,,,,,,,,,,,,,,"Leaving the scorching Flame Island, you head to the next clue location. According to the explorer’s notebook, this Phantom Island is a psychic illusion created by Alakazam. Only one is the true guardian, while the rest are Alakazam’s illusions. To pass the challenge, you must identify the real one quickly.","Tinggalkan Pulau Api, kamu tiba di Pulau Ilusi. Menurut buku nota, pulau ini ialah ilusi mental yang dicipta oleh Alakazam. Hanya seorang penjaga sebenar, yang lain adalah bayangan. Kamu mesti cepat mencari yang sebenar.","Leaving the scorching Flame Island, you head to the next clue location. According to the explorer’s notebook, this Phantom Island is a psychic illusion created by Alakazam. Only one is the true guardian, while the rest are Alakazam’s illusions. To pass the challenge, you must identify the real one quickly.",จากเกาะไฟ คุณเดินทางไปยังเกาะมายา ตามคำอธิบายในสมุดบันทึก เกาะนี้เป็นภาพลวงตาที่สร้างโดยอลาแคแซม มีเพียงตัวจริงหนึ่งเดียว ส่วนที่เหลือเป็นร่างแยก ต้องหาตัวจริงให้ได้,"Pagkatapos umalis mula sa mainit na Flame Island, narating ninyo ang Phantom Island. Ayon sa tala, ito ay ilusyon ng isip na nilikha ni Alakazam. Isa lang ang tunay, ang iba ay ilusyon. Kailangan ninyong tukuyin agad ang totoo.","Meninggalkan Pulau Api yang panas, kalian tiba di lokasi petunjuk berikutnya. Menurut buku catatan, Pulau Ilusi ini adalah ilusi psikis yang diciptakan oleh Alakazam. Hanya satu yang asli, sisanya adalah bayangan. Kalian harus cepat menemukan yang asli.","Rời khỏi Hỏa Diệm Đảo nóng bỏng, các bạn đã đến địa điểm manh mối tiếp theo. Theo mô tả trong sổ tay thám hiểm, Huyễn Cảnh Đảo này thực chất là ảo ảnh tinh thần do Alakazam tạo ra. Trên đảo thực tế chỉ có một người là người bảo vệ thật sự, những người còn lại đều là phân thân ảo ảnh của Alakazam. Muốn vượt qua thử thách, phải nhanh chóng tìm ra chân thân của nó.",,,,,,,,,,,,,,,,,,,,,,,,,
100403,,,2000,,,,,,,,,,,,,,,"After passing Alakazam’s trial, you receive a purple tablet with a Machamp image.","Selepas melepasi cabaran Alakazam, kamu mendapat batu ungu bergambar Machamp.","After passing Alakazam’s trial, you receive a purple tablet with a Machamp image.",หลังผ่านบททดสอบของอลาแคแซม คุณได้รับแผ่นหินสีม่วงมีรูปมาชัมพ์,"Pagkatapos ng pagsubok, nakuha ninyo ang lilang tablet na may larawan ni Machamp.","Setelah melewati tantangan Alakazam, kalian mendapat tablet ungu bergambar Machamp.","Sau khi vượt qua thử thách của Alakazam, các bạn đã nhận được một tấm phiến đá màu tím có vẽ hình Machamp.",,,,,,,,,,,,,,,,,,,,,,,,,
100501,,,2000,,,,,,,,,,,,,,,"Having solved the illusion puzzle, you rush to continue exploring. Ahead is a giant Ferris wheel. The clue is hidden in one of the cabins, and the only one who knows the exact location is the mischievous Hoopa, who often lies. Be careful not to be tricked...","Selepas menyelesaikan teka-teki, kamu bergerak pantas. Di depan ialah roda ferris gergasi. Petunjuk disembunyikan dalam salah satu kabin, tetapi hanya Hoopa nakal yang tahu—dan dia suka menipu! Hati-hati jangan tertipu...","Having solved the illusion puzzle, you rush to continue exploring. Ahead is a giant Ferris wheel. The clue is hidden in one of the cabins, and the only one who knows the exact location is the mischievous Hoopa, who often lies. Be careful not to be tricked...",หลังแก้ปริศนาได้ คุณเข้าสู่ด่านต่อไป ข้างหน้าคือชิงช้าสวรรค์ยักษ์ ตามสมุดเบาะแสถูกซ่อนไว้ในกระเช้าหนึ่งใบ และมีเพียงฮูป้าจอมเจ้าเล่ห์ที่รู้ตำแหน่ง ต้องแยกแยะคำพูดให้ดี อย่าถูกหลอก!,"Pagkatapos lutasin ang ilusyon, dumating kayo sa Ferris wheel. Nakatago ang palatandaan sa isa sa mga cabin, ngunit tanging si Hoopa ang may alam—at mahilig siyang magsinungaling! Huwag magpalinlang...","Setelah memecahkan teka-teki ilusi, kalian bergegas ke petunjuk selanjutnya. Di depan adalah roda ferris raksasa. Petunjuk tersembunyi di salah satu kabin, dan satu-satunya yang tahu lokasinya adalah Hoopa yang suka berbohong. Hati-hati jangan tertipu...","Cuối cùng cũng giải được câu đố về phân thân của Alakazam, thấy thời gian thám hiểm đã quá nửa, các bạn tăng tốc. Trước mắt các bạn là một vòng đu quay khổng lồ, sổ tay thám hiểm cho biết manh mối được giấu trong một cabin của vòng đu quay, nhưng người duy nhất biết vị trí cụ thể của manh mối lại là Hoopa tinh nghịch hay nói dối, phải cẩn thận phân biệt lời hắn nói, đừng để bị hắn lừa...",,,,,,,,,,,,,,,,,,,,,,,,,
100503,,,2000,,,,,,,,,,,,,,,"After passing the challenge, you receive a yellow tablet with a Horned Goldfish image.","Selepas cabaran, kamu menerima batu kuning bergambar ikan emas bertanduk.","After passing the challenge, you receive a yellow tablet with a Horned Goldfish image.",เมื่อผ่านการทดสอบ คุณได้รับแผ่นหินสีเหลืองมีรูปปลาทองเขา,"Matapos malampasan ang pagsubok, nakuha ninyo ang dilaw na tablet na may larawan ng goldfish na may sungay.","Setelah menyelesaikan tantangan, kalian mendapatkan tablet kuning bergambar ikan mas bertanduk.","Vượt qua thử thách, các bạn đã nhận được một phiến đá màu vàng có vẽ hình cá vàng sừng.",,,,,,,,,,,,,,,,,,,,,,,,,
100511,,,90000,1,,,,,,3,,,,,,,,,,,,,,,One of my neighbors did not lie.,Salah seorang jiran saya tidak berbohong.,One of my neighbors did not lie.,หนึ่งในเพื่อนบ้านของฉันไม่ได้โกหก,Isa sa mga kapitbahay ko ay hindi nagsisinungaling.,Salah satu tetangga saya tidak berbohong.,Một trong những người hàng xóm của tôi đã không nói dối.,7,,,,,,,,,,,,,,,,,
100512,,,90000,1,,,,,,3,,,,,,,,,,,,,,,"Among us, two people did not lie.","Di antara kita, ada dua orang yang tidak berbohong.","Among us, two people did not lie.",ในพวกเรามีสองคนที่ไม่ได้โกหก,Dalawa sa amin ang hindi nagsisinungaling.,"Di antara kita, ada dua orang yang tidak berbohong.",Trong chúng ta có hai người không nói dối.,8,,,,,,,,,,,,,,,,,
100513,,,90000,1,,,,,,3,,,,,,,,,,,,,,,Everyone in this row of mine is lying.,Semua orang dalam barisan saya ini sedang berbohong.,Everyone in this row of mine is lying.,ทุกคนในแถวนี้ของฉันกำลังโกหก,Lahat ng tao sa hilera kong ito ay nagsisinungaling.,Semua orang di barisan saya ini sedang berbohong.,Tất cả mọi người trên hàng này của tôi đều đang nói dối.,9,,,,,,,,,,,,,,,,,
100514,,,90000,1,,,,,,3,,,,,,,,,,,,,,,Everyone in my row is lying.,Semua orang dalam barisan saya berbohong.,Everyone in my row is lying.,ทุกคนในแถวของฉันกำลังโกหก,Lahat ng tao sa hilera ko ay nagsisinungaling.,Semua orang di barisan saya sedang berbohong.,Tất cả mọi người ở hàng của tôi đều đang nói dối.,10,,,,,,,,,,,,,,,,,
100515,,,90000,1,,,,,,3,,,,,,,,,,,,,,,My neighbors are all lying.,Semua jiran saya berbohong.,My neighbors are all lying.,เพื่อนบ้านของฉันทั้งหมดโกหก,Lahat ng mga kapitbahay ko ay nagsisinungaling.,Semua tetangga saya sedang berbohong.,Những người hàng xóm của tôi đều nói dối.,11,,,,,,,,,,,,,,,,,
100516,,,90000,1,,,,,,3,,,,,,,,,,,,,,,One of us is not lying.,Salah seorang daripada kita tidak berbohong.,One of us is not lying.,หนึ่งในพวกเราไม่ได้โกหก,Isa sa amin ang hindi nagsisinungaling.,Salah satu dari kita tidak berbohong.,Một trong số chúng ta không nói dối.,12,,,,,,,,,,,,,,,,,
100601,,,2000,,,,,,,,,,,,,,,"The guidance in the exploration handbook ends at the ferris wheel. After overcoming the challenge at the ferris wheel, you don’t know where to go next.  ","Panduan dalam buku panduan pengembaraan berakhir di roda Ferris, selepas melepasi cabaran di roda Ferris, kalian tidak tahu ke mana untuk pergi seterusnya.","The guidance in the exploration handbook ends at the ferris wheel. After overcoming the challenge at the ferris wheel, you don’t know where to go next.  ",คำแนะนำในสมุดบันทึกการผจญภัยสิ้นสุดที่ชิงช้าสวรรค์ หลังจากผ่านความท้าทายที่ชิงช้าสวรรค์แล้ว พวกคุณไม่รู้ว่าจะไปที่ไหนต่อ  ,"Nagtapos ang gabay sa exploration handbook sa bahagi ng ferris wheel. Pagkatapos ninyong malampasan ang hamon ở ferris wheel, hindi ninyo alam kung saan pupunta sunod.  ","Panduan dalam buku petualangan berakhir di wahana bianglala, setelah berhasil melewati tantangan di sana, kalian tidak tahu harus ke mana selanjutnya.","Hướng dẫn trong sổ tay thám hiểm kết thúc ở vòng đu quay, sau khi vượt qua thử thách ở vòng đu quay, các bạn không biết nên đi đâu tiếp theo.",,,,,,,,,,,,,,,,,,,,,,,,,
100602,,,2000,,,,,,,,,,,,,,,You piece together the six stone tablets you collected and discover that the back reveals a map. This map is more detailed than the one in the handbook and shows the location of a key to a temple beneath the lake.  ,Kalian menyatukan enam batu yang telah dikumpulkan dan mendapati di belakangnya terdapat sebuah peta. Peta ini lebih terperinci daripada peta dalam buku panduan pengembaraan dan menunjukkan lokasi kunci kuil bawah tasik.,You piece together the six stone tablets you collected and discover that the back reveals a map. This map is more detailed than the one in the handbook and shows the location of a key to a temple beneath the lake.  ,พวกคุณประกอบหินทั้งหกก้อนที่เก็บมาได้เข้าด้วยกัน และพบว่า ด้านหลังมีภาพแผนที่ แผนที่นี้มีรายละเอียดมากกว่าในสมุดบันทึก และแสดงตำแหน่งกุญแจของวิหารใต้น้ำ  ,Pinagdikit ninyo ang anim na tipak ng bato na nakuha at natuklasan sa likod nito ang isang mapa. Mas detalyado ang mapang ito kaysa nasa exploration handbook at ipinapakita nito ang lokasyon ng susi ng templo sa ilalim ng lawa.  ,"Kalian menggabungkan enam batu yang telah dikumpulkan, dan menemukan bahwa di bagian belakangnya terdapat gambar sebuah peta. Peta ini lebih rinci dibandingkan peta di buku petualangan dan menunjukkan lokasi kunci kuil di bawah danau.",Các bạn ghép sáu phiến đá đã thu thập được lại với nhau và phát hiện ra mặt sau có vẽ một bản đồ. Bản đồ này chi tiết hơn bản đồ trong sổ tay thám hiểm và chỉ ra vị trí chìa khóa của ngôi đền dưới hồ.,,,,,,,,,,,,,,,,,,,,,,,,,
100603,,,2000,,,,,,,,,,,,,,,"You put away the stone tablets and head to the location marked on the map. On the way, you pass through a water park and spot some delinquent teens kicking something on the shore.  ","Kalian menyimpan batu-batu tersebut, menuju ke lokasi kunci yang ditunjukkan di peta, dan dalam perjalanan melalui sebuah taman air, kalian mendapati beberapa remaja nakal sedang menendang sesuatu di pantai.","You put away the stone tablets and head to the location marked on the map. On the way, you pass through a water park and spot some delinquent teens kicking something on the shore.  ",พวกคุณเก็บหินไว้แล้วเดินทางไปยังตำแหน่งของกุญแจตามแผนที่ ระหว่างทางที่ผ่านสวนน้ำ พวกคุณพบกลุ่มเด็กเกเรกำลังเตะบางอย่างอยู่ริมฝั่ง  ,"Itinago ninyo ang mga tipak ng bato at tumungo sa lokasyon ng susi na itinuro sa mapa. Sa daan, nadaanan ninyo ang isang water park at napansin ang ilang pasaway na kabataan na tila tinatapakan o tinatadyakan ang isang bagay sa dalampasigan.  ","Kalian menyimpan batu-batu itu dan menuju ke lokasi kunci yang ditunjukkan di peta. Dalam perjalanan melewati taman air, kalian melihat beberapa remaja nakal sedang menendang sesuatu di tepi pantai.","Các bạn cất phiến đá đi, đến địa điểm chìa khóa được chỉ trên bản đồ, trên đường đi qua một công viên nước, các bạn phát hiện vài thiếu niên hư đang đá thứ gì đó trên bờ.",,,,,,,,,,,,,,,,,,,,,,,,,
100604,,,2000,,,,,,,,,,,<29>,,,,How could there be such an ugly Pokémon? Keep running if you dare!  ,"Kenapa ada Pokémon hodoh seperti ini, kau lari saja.",How could there be such an ugly Pokémon? Keep running if you dare!  ,ทำไมโปเกมอนถึงได้ดูน่าเกลียดแบบนี้นะ หนีไปอีกสิ  ,"Anong klaseng pangit na Pokémon ‘to? Takbo ka pa, sige!  ","Pokémon jelek macam apa ini sih, coba lari lagi xem!","Sao lại có Pokémon xấu xí đến vậy chứ, ngươi chạy nữa đi.",,,,,,,,,,,,,,,,,,,,,,,,,
100605,,,2000,,,,,,,,,,2,,1771,{y=-100;x=150},,Bloop bloop… (awkwardly bouncing on the ground)  ,Ugh ugh... (terlompat-lompat di atas tanah),Bloop bloop… (awkwardly bouncing on the ground)  ,อุ อุ… (กระเด้งกระดอนบนพื้นดินอย่างเงอะงะ)  ,Uuuu... (pasuray-suray na tumatalbog sa lupa)  ,Bloop bloop... (terhuyung-huyung terpantul ke tanah),Ụ Ụ… (lóng ngóng nảy lên trên mặt đất),,,,,,,,,,,,,,,,,,,,,,,,,
100606,,,2000,,,,,,,,,,,<401>,,{y=0;x=-100},,Stop it right now!  ,Berhenti segera!,Stop it right now!  ,หยุดเดี๋ยวนี้!  ,Tumigil na kayo!  ,Berhenti sekarang juga!,Dừng lại ngay!,,,,,,,,,,,,,,,,,,,,,,,,,
100607,,,2000,,,,,,,,,,2,<27>,,,,What are you doing!  ,Kalian sebenarnya sedang buat apa ni!,What are you doing!  ,พวกเธอกำลังทำอะไรกันแน่!  ,Ano bang ginagawa n’yo sa kanya?!  ,Apa yang kalian lakukan?!,Các bạn rốt cuộc đang làm cái gì vậy!,,,,,,,,,,,,,,,,,,,,,,,,,
100608,,,2000,,,,,,,,,,,<2>,,,,"Yeah, why are you bullying it!  ","Betul, kenapa nak buli dia!","Yeah, why are you bullying it!  ",ใช่ ทำไมถึงต้องรังแกมันด้วย!  ,"Tama ‘yan, bakit n’yo siya inaapi?!  ",Benar! Kenapa kalian membully dia?!,"Đúng vậy, tại sao lại bắt nạt nó!",,,,,,,,,,,,,,,,,,,,,,,,,
100609,,,2000,,,,,,,,,,2,<29>,,,,"Who are you guys, such nosy people! Looks like we need to teach you a lesson!  ","Kalian siapa, banyak cakap, nampaknya kena ajar kalian satu pengajaran!","Who are you guys, such nosy people! Looks like we need to teach you a lesson!  ",พวกแกเป็นใครกัน แส่เรื่องชาวบ้านนักนะ เห็นทีต้องสั่งสอนให้รู้สำนึก  ,"Sino ba kayo, mga usisero! Mukhang kailangan kayong turuan ng leksyon!  ","Siapa kalian ini, sok ikut campur, sepertinya harus diajar pelajaran dulu!","Các người là ai vậy, lũ nhiều chuyện, xem ra phải dạy cho các người một bài học mới được.",,,,,,,,,,,,,,,,,,,,,,,,,
100610,,,2000,,,,,,,,<100601;100602>,,,<401>,,{y=0;x=-100},,……  ,……,……  ,……  ,……  ,……,……,,,,,,,,,,,,,,,,,,,,,,,,,
100612,,,2000,,,,,,,,,,,,,,,"You healed Feebas's wounds, but your indifference made the delinquent teens furious. (The enemies receive a damage buff)","Kalian telah menyembuhkan luka Feebas, tetapi ketidakpedulian kalian telah membuat para remaja nakal marah. (Pihak lawan menerima buff kerusakan)","You healed Feebas's wounds, but your indifference made the delinquent teens furious. (The enemies receive a damage buff)",พวกคุณรักษาบาดแผลให้กับ Feebas แล้ว แต่ความเพิกเฉยของพวกคุณทำให้กลุ่มเด็กเกเรโกรธ (ฝ่ายตรงข้ามได้รับบัฟเพิ่มพลังโจมตี)  ,"Pinagaling ninyo ang mga sugat ni Feebas, ngunit ang kawalang-pakialam ninyo kanina ay lalong nagpagalit sa mga pasaway na kabataan. (Nakakuha sila ng damage buff)  ","Kalian telah menyembuhkan luka Feebas, namun sikap acuh kalian membuat para remaja nakal marah. (Lawan menerima buff serangan)","Các bạn đã chữa lành vết thương cho Feebas, nhưng sự thờ ơ của các bạn đã khiến đám thiếu niên hư hỏng tức giận. (Đối phương nhận được buff sát thương)",,,,,,,,,,,,,,,,,,,,,,,,,
100614,,,2000,,,,,,,,,,,,,,,"You decide to drive away the thugs first, and then take care of the injured, ugly Feebas. (Feebas will start the battle in critical condition)","Kalian memutuskan untuk mengusir para preman terlebih dahulu, baru setelah itu merawat Feebas yang jelek dan terluka (Feebas akan memulai pertarungan dalam kondisi terluka parah).","You decide to drive away the thugs first, and then take care of the injured, ugly Feebas. (Feebas will start the battle in critical condition)",พวกคุณตัดสินใจไล่พวกเด็กเกเรไปก่อน แล้วค่อยดูแล Feebas ที่บาดเจ็บ (Feebas จะเริ่มการต่อสู้ในสภาพบาดเจ็บสาหัส)  ,Nagdesisyon kayong paalisin muna ang mga pasaway bago asikasuhin ang sugatang si Feebas. (Si Feebas ay magsisimula ng laban na may malubhang pinsala)  ,"Kalian memutuskan untuk mengusir para berandalan itu dulu, lalu baru merawat Feebas yang jelek dan terluka. (Feebas akan memulai pertarungan dalam kondisi terluka parah)","Các bạn quyết định đuổi đám du côn trước, rồi sau đó mới chăm sóc con Feebas xấu xí bị thương (Feebas sẽ bắt đầu trận đấu trong tình trạng trọng thương).",,,,,,,,,,,,,,,,,,,,,,,,,
100616,,,2000,,,,,,,,,,,,,,,"After successfully chasing away the delinquent teens and treating Feebas’s wounds, it becomes very grateful to you. So you decide to capture it in a Hero Ball first and plan to treat it further after the expedition ends.  The short story of rescuing Feebas temporarily concludes. You pack your gear and continue toward the treasure marked on the stone tablet...","Setelah berhasil mengusir para pemuda nakal dan merawat luka-luka Feebas, ia sangat berterima kasih kepada kalian. Oleh karena itu, kalian memutuskan untuk menangkapnya dengan Hero Ball terlebih dahulu, dan setelah perjalanan petualangan selesai, kalian akan melakukan perawatan lebih lanjut. Cerita kecil penyelamatan Feebas pun berakhir sementara, kalian merapikan perlengkapan dan melanjutkan perjalanan menuju harta karun yang ditandai pada batu prasasti...","After successfully chasing away the delinquent teens and treating Feebas’s wounds, it becomes very grateful to you. So you decide to capture it in a Hero Ball first and plan to treat it further after the expedition ends.  The short story of rescuing Feebas temporarily concludes. You pack your gear and continue toward the treasure marked on the stone tablet...",หลังจากไล่กลุ่มเด็กเกเรออกไปและรักษาอาการบาดเจ็บของ Feebas ได้สำเร็จ มันรู้สึกขอบคุณพวกคุณอย่างมาก ดังนั้นคุณจึงตัดสินใจจับมันด้วย Hero Ball และรอให้จบการผจญภัยก่อนแล้วค่อยรักษาต่อ เรื่องราวเล็ก ๆ ของการช่วย Feebas สิ้นสุดลง พวกคุณเก็บสัมภาระและมุ่งหน้าไปยังสมบัติที่ถูกระบุไว้บนหิน  ,"Matapos matagumpay na paalisin ang mga pasaway at pagalingin ang mga sugat ni Feebas, labis siyang nagpasalamat sa inyo. Kaya't nagdesisyon kayong gamitin ang Hero Ball para pansamantalang isama siya, at gamutin pa siya pagkatapos ng adventure. Pansamantalang nagtatapos ang kwento ng pagsagip kay Feebas, inayos ninyo ang mga gamit at nagpatuloy sa lokasyon ng kayamanang nakamarka sa mga tipak ng bato...  ","Setelah berhasil mengusir para remaja nakal dan menstabilkan luka Feebas, dia sangat berterima kasih kepada kalian. Maka, kalian memutuskan menangkapnya ke dalam Hero Ball, menunggu setelah petualangan selesai baru akan diobati lebih lanjut. Kisah penyelamatan Feebas sementara berakhir, kalian bersiap kembali dan melanjutkan menuju harta karun yang ditandai di batu...","Sau khi thành công đuổi đám thiếu niên bất lương và ổn định vết thương cho Feebas, nó vô cùng biết ơn các bạn. Vì vậy, bạn quyết định thu phục nó vào Hero Ball trước, đợi kết thúc chuyến thám hiểm sẽ tiến hành điều trị thêm. Câu chuyện nhỏ giải cứu Feebas tạm khép lại, các bạn chỉnh đốn hành trang và tiếp tục tiến về kho báu được đánh dấu trên phiến đá...",,,,,,,,,,,,,,,,,,,,,,,,,
100701,,,2000,,,,,,,,,,,,,,,"You finally reach the location marked on the tablet, but the entire area is surrounded by desert, with no signs of any structures.  Strangely, in the center of the desert stand six towering pillars, each in a different color.  These colors feel oddly familiar to you, as if you’ve seen them somewhere before...","Akhirnya, kalian tiba di lokasi yang ditandai pada batu prasasti, namun di sekitar tempat ini hanya ada padang pasir, sama sekali tidak ada struktur apapun. Hal yang aneh adalah, di tengah padang pasir terdapat enam tiang dengan warna yang berbeda. Warna-warna ini membuat kalian merasa familiar dengan cara yang aneh, seolah-olah kalian pernah melihatnya di suatu tempat...","You finally reach the location marked on the tablet, but the entire area is surrounded by desert, with no signs of any structures.  Strangely, in the center of the desert stand six towering pillars, each in a different color.  These colors feel oddly familiar to you, as if you’ve seen them somewhere before...",ในที่สุดพวกคุณก็มาถึงจุดที่ถูกทำเครื่องหมายบนหิน แต่บริเวณโดยรอบเป็นทะเลทราย ไม่มีสิ่งก่อสร้างใด ๆ ให้เห็น สิ่งที่แปลกคือมีเสาหินหกต้นตั้งตระหง่านอยู่กลางทะเลทราย โดยแต่ละต้นมีสีแตกต่างกัน สีเหล่านี้ทำให้พวกคุณรู้สึกคุ้นเคยราวกับเคยเห็นที่ไหนมาก่อน...  ,"Sa wakas, narating ninyo ang lokasyong itinuro sa mga bato, ngunit puro disyerto lang ang paligid, at walang anumang palatandaan ng mga gusali. Sa gitna ng disyerto, may anim na haliging magkakaibang kulay. Ang mga kulay na ito ay parang pamilyar — parang nakita na ninyo dati...  ","Akhirnya kalian sampai di lokasi yang ditunjukkan oleh batu, namun tempat ini dikelilingi oleh gurun, sama sekali tidak terlihat seperti ada bangunan. Anehnya, di tengah gurun berdiri enam pilar dengan warna berbeda. Warna-warna ini terasa sangat familiar, seolah-olah kalian pernah melihatnya di suatu tempat...","Các bạn cuối cùng cũng đến được địa điểm được đánh dấu trên phiến đá, nhưng nơi này xung quanh toàn là hoang mạc, hoàn toàn không giống như có kiến trúc. Điều kỳ lạ là ở trung tâm hoang mạc lại sừng sững sáu cây cột với màu sắc khác nhau. Những màu sắc này khiến các bạn cảm thấy quen thuộc một cách khó hiểu, cứ như đã từng thấy ở đâu đó...",,,,,,,,,,,,,,,,,,,,,,,,,
