7581,onlineFight,Arena  ,đấu trường,Arena,Arena  ,Arena,สนามประลอง,Arena
7582,onlineFightNoticeTime,Current season time: %s 05:00 - %s 22:00  ,Thời gian mùa giải hiện tại: %s 05:00 - %s 22:00,Masa musim semasa: %s 05:00 - %s 22:00,Current season time: %s 05:00 - %s 22:00  ,Waktu musim kompetisi saat ini: %s 05:00 - %s 22:00,เวลาฤดูกาลปัจจุบัน: %s 05:00 - %s 22:00,Kasulukuyang oras ng season: %s 05:00 - %s 22:00
7583,onlineFightSceneLeft,Remaining time of the season  ,Thời gian còn lại của mùa giải,Masa yang tinggal untuk musim semasa,Remaining time of the season  ,Waktu yang tersisa untuk musim kompetisi,เวลาที่เหลือของฤดูกาล,Oras na natitira sa season
7584,onlineFightGameTime,"Saturday, Sunday 12:00-20:00  ","Thứ Bảy, Chủ nhật 12:00-20:00","Sabtu, Ahad 12:00-20:00","Saturday, Sunday 12:00-20:00  ","Sabtu, Minggu 12:00-20:00",วันเสาร์ อาทิตย์ 12:00-20:00,"Sabado, Linggo 12:00-20:00"
7585,onlineFightMyRank,My ranking:  ,Xếp hạng của tôi:,Pangkat saya:,My ranking:  ,Peringkat saya:,อันดับของฉัน:,Ang aking Ranggo:
7586,onlineFightMyPoint,My score:  ,Điểm số của tôi:,Skor saya:,My score:  ,Skor saya:,คะแนนของฉัน:,Ang aking Puntos:
7587,onlineFightModelLimited1,Position selection mode  ,Chế độ chọn vị trí,Mod pilih posisi,Position selection mode  ,Mode pemilihan posisi,โหมดเลือกตำแหน่ง,Mode ng Pagpili ng Posisyon
7588,onlineFightModelLimited2,Ban/Pick mode  ,Chế độ cấm/chọn,Mod larangan/pilihan,Ban/Pick mode  ,Mode larangan/pemilihan,โหมดแบน/เลือก,Mode ng Ban/Piliin
7589,onlineFightTheme,Current theme:  ,Chủ đề kỳ này:,Tema musim ini:,Current theme:  ,Tema kali ini:,หัวข้อในรอบนี้:,Paksa ngayong linggo:
7590,onlineFightBanTip1,*Reaching %s points will automatically enter ban/pick mode  ,*Điểm đạt %s sẽ tự động chuyển sang chế độ cấm/chọn,*Titik mencapai %s akan secara automatik beralih ke mod larangan/pilihan,*Reaching %s points will automatically enter ban/pick mode  ,*Poin %s akan secara otomatis beralih ke mode larangan/pemilihan,*เมื่อแต้มถึง %s จะเข้าสู่โหมดแบน/เลือกโดยอัตโนมัติ,*Ang pagkakaroon ng %s puntos ay awtomatikong lilipat sa mode ng Ban/Piliin
7591,onlineFightBanTip2,*Ban/Pick mode includes an additional ban phase before the match begins  ,*Chế độ cấm/chọn là cơ chế thêm bước cấm anh hùng trước khi trận đấu bắt đầu,*Mod larangan/pilihan adalah mekanisme tambahan untuk melarang wira sebelum perlawanan bermula,*Ban/Pick mode includes an additional ban phase before the match begins  ,*Mode larangan/pemilihan adalah mekanisme yang menambahkan langkah pelarangan pahlawan sebelum pertandingan dimulai,*โหมดแบน/เลือก คือกลไกการแบนฮีโรก่อนเริ่มการต่อสู้,*Ang mode ng Ban/Piliin ay isang mekanismo kung saan idadagdag ang pag-ban ng mga bayani bago magsimula ang laban
7592,onlineFightWeeklyTarget1,Number of wins  ,Số lần chiến thắng,Bilangan kemenangan,Number of wins  ,Jumlah kemenangan,จำนวนครั้งที่ชนะ,Bilang ng mga Panalo
7593,onlineFightWeeklyTarget2,Number of matches  ,Số lần tham gia,Bilangan penyertaan,Number of matches  ,Jumlah partisipasi,จำนวนครั้งที่เข้าร่วม,Bilang ng mga Paglahok
7594,onlineFightWeeklyTargetTip,Accumulate %s this week to reach %s matches and receive rewards  ,"Tích lũy %s trong tuần này đạt %s trận, được nhận thưởng","Mencapai %s minggu ini dengan %s perlawanan, hadiah akan diberikan",Accumulate %s this week to reach %s matches and receive rewards  ,"Akumulasi %s minggu ini mencapai %s pertandingan, hadiah akan diterima",สะสม %s ในสัปดาห์นี้ครบ %s นัด จะได้รับรางวัล,"Nakuha ang %s sa linggong ito, umabot ng %s na laban, makakakuha ng premyo"
7595,onlineFightRuleTitle,"#C0x5B545B#In this season, highest score in fair mode: #C0xF76B45#%s#C0x5B545B#    Highest score in unlimited mode: #C0xF76B45#%s  ","#C0x5B545B#Trong mùa giải này, điểm cao nhất chế độ công bằng: #C0xF76B45#%s#C0x5B545B#    Điểm cao nhất chế độ không giới hạn: #C0xF76B45#%s","#C0x5B545B#Dalam musim ini, titik tertinggi dalam mod yang adil: #C0xF76B45#%s#C0x5B545B#    Titik tertinggi dalam mod tanpa had: #C0xF76B45#%s","#C0x5B545B#In this season, highest score in fair mode: #C0xF76B45#%s#C0x5B545B#    Highest score in unlimited mode: #C0xF76B45#%s  ","#C0x5B545B#Dalam musim ini, poin tertinggi mode adil: #C0xF76B45#%s#C0x5B545B#    Poin tertinggi mode tidak terbatas: #C0xF76B45#%s",#C0x5B545B#ในฤดูกาลนี้ คะแนนสูงสุดในโหมดแฟร์: #C0xF76B45#%s#C0x5B545B#    คะแนนสูงสุดในโหมดไม่จำกัด: #C0xF76B45#%s,"#C0x5B545B#Sa season na ito, pinakamataas na puntos sa mode ng Pantay-pantay: #C0xF76B45#%s#C0x5B545B#    Pinakamataas na puntos sa mode ng Walang Hanggan: #C0xF76B45#%s"
7596,onlineFightLimited,Fair mode  ,Chế độ công bằng,Mod yang adil,Fair mode  ,Mode adil,โหมดแฟร์,Mode ng Pantay-pantay
7597,onlineFightUnlimited,Unlimited mode  ,Chế độ không giới hạn,Mod tanpa had,Unlimited mode  ,Mode tidak terbatas,โหมดไม่จำกัด,Mode ng Walang Hanggan
7598,onlineFightWeeklyTargetReset,After reset  ,Sau khi đặt lại,Selepas menetapkan semula,After reset  ,Setelah direset,หลังจากรีเซ็ต,Pagkatapos ng Pag-reset
7599,onlineFightRewardDesc1,"Highest score of the two modes will be taken, rewards will be sent via mail 30 minutes after matchmaking ends every Sunday  ","Lấy điểm số cao nhất trong hai chế độ, thưởng sẽ được gửi qua thư 30 phút sau khi kết thúc ghép trận vào mỗi Chủ nhật","Dapatkan skor tertinggi dalam dua mod, hadiah akan dihantar melalui surat 30 minit selepas perlawanan diselesaikan setiap hari Ahad","Highest score of the two modes will be taken, rewards will be sent via mail 30 minutes after matchmaking ends every Sunday  ","Ambil poin tertinggi dalam dua mode, hadiah akan dikirim melalui surat 30 menit setelah pertandingan selesai setiap hari Minggu",จะใช้คะแนนสูงสุดจากทั้งสองโหมด รางวัลจะถูกส่งทางจดหมายภายใน 30 นาทีหลังจบการจับคู่ในวันอาทิตย์,"Kunin ang pinakamataas na puntos sa dalawang mode, ang premyo ay ipapadala sa pamamagitan ng sulat 30 minuto pagkatapos ng pagtatapos ng matchmaking tuwing Linggo"
7600,onlineFightRewardDesc2,"Highest rank of the two modes will be taken, rewards will be sent via mail 30 minutes after matchmaking ends on the final day of the season  ","Lấy thứ hạng cao nhất trong hai chế độ, thưởng sẽ được gửi qua thư 30 phút sau khi kết thúc ghép trận vào ngày cuối mùa giải","Dapatkan pangkat tertinggi dalam dua mod, hadiah akan dihantar melalui surat 30 minit selepas perlawanan tamat pada akhir musim","Highest rank of the two modes will be taken, rewards will be sent via mail 30 minutes after matchmaking ends on the final day of the season  ","Ambil peringkat tertinggi dalam dua mode, hadiah akan dikirim melalui surat 30 menit setelah pertandingan selesai di akhir musim",จะใช้อันดับสูงสุดจากทั้งสองโหมด รางวัลจะถูกส่งทางจดหมายภายใน 30 นาทีหลังจบการจับคู่ในวันสุดท้ายของฤดูกาล,"Kunin ang pinakamataas na ranggo sa dalawang mode, ang premyo ay ipapadala sa pamamagitan ng sulat 30 minuto pagkatapos ng pagtatapos ng matchmaking sa pagtatapos ng season"
7601,onlineFightRewardSpecialDesc1,Must participate in at least 3 matches during the week to receive weekly summary rewards  ,Cần tham gia ít nhất 3 trận trong tuần để nhận thưởng tổng kết,Perlu menyertai sekurang-kurangnya 3 perlawanan dalam seminggu untuk menerima hadiah ringkasan,Must participate in at least 3 matches during the week to receive weekly summary rewards  ,Perlu mengikuti minimal 3 pertandingan dalam seminggu untuk menerima hadiah ringkasan,ต้องเข้าร่วมอย่างน้อย 3 นัดในสัปดาห์เพื่อรับรางวัลสรุป,Kailangan ng hindi bababa sa 3 laban sa linggong ito upang makakuha ng kabuuang premyo
7602,onlineFightTab1,Weekly summary  ,Tổng kết tuần,Ringkasan minggu,Weekly summary  ,Ringkasan mingguan,สรุปประจำสัปดาห์,Kabuuang Pagbuod ng Linggo
7603,onlineFightTab2,Season summary  ,Tổng kết mùa giải,Ringkasan musim,Season summary  ,Ringkasan musim,สรุปฤดูกาล,Kabuuang Pagbuod ng Season
7604,score,Score  ,Điểm số,Skor,Score  ,Poin,คะแนน,Puntos
7605,commentFightingRankTip,You do not own this hero  ,Chưa sở hữu anh hùng này,Tidak memiliki wira ini,You do not own this hero  ,Pahlawan ini belum dimiliki,ยังไม่มีฮีโร่นี้,Wala pang bayani na ito
7606,cantViewFightingRank,Cannot view hero power rankings at the moment  ,Hiện tại không thể xem bảng xếp hạng sức mạnh anh hùng,Tidak boleh melihat papan kedudukan kekuatan wira buat masa ini,Cannot view hero power rankings at the moment  ,Saat ini tidak dapat melihat papan peringkat kekuatan pahlawan,ขณะนี้ไม่สามารถดูอันดับความแข็งแกร่งของฮีโร่ได้,"Sa kasalukuyan, hindi maaaring tingnan ang ranggo ng lakas ng bayani"
7607,noComment,"No comments on %s yet, be the first!  ","Chưa có bình luận nào về %s, hãy là người đầu tiên!","Belum ada komen mengenai %s, jadilah orang pertama!","No comments on %s yet, be the first!  ","Belum ada komentar tentang %s, jadilah yang pertama!",ยังไม่มีความคิดเห็นเกี่ยวกับ %s เป็นคนแรกที่แสดงความคิดเห็น!,"Wala pang komento tungkol kay %s, maging ikaw ang unang magkomento!"
7608,noMoreComment,Reached the end  ,Đã đến cuối,Sudah sampai akhir,Reached the end  ,Sudah mencapai akhir,ถึงตอนจบแล้ว,Nakarating na sa dulo
7609,noGrade,No ratings yet  ,Chưa có đánh giá,Belum ada penilaian,No ratings yet  ,Belum ada penilaian,ยังไม่มีการให้คะแนน,Wala pang rating
7610,randomTowerOpenAll,Open all  ,Mở tất cả,Buka semua,Open all  ,Buka semuanya,เปิดทั้งหมด,Buksan lahat
7611,randomTowerOpenOnce,Fully open  ,Mở toàn bộ,Buka sepenuhnya,Fully open  ,Buka seluruhnya,เปิดทั้งหมด,Buksan ang buong listahan
7612,getAwardAll,Claim all  ,Nhận tất cả,Dapatkan semua,Claim all  ,Terima semua,รับทั้งหมด,Tanggapin lahat
7613,notRemind,Don’t remind again  ,Không nhắc lại,Tidak ulang,Don’t remind again  ,Jangan ulangi,ไม่ต้องแจ้งอีก,Huwag ulitin
7614,anewRemind,Remind again  ,Nhắc lại,Ulang,Remind again  ,Ulangi,แจ้งซ้ำ,Ulitin
7615,onlineFightNotOpen,"Matchmaking not currently open, please check the schedule below  ","Ghép trận hiện tại chưa mở, vui lòng xem kỹ thời gian ghép trận bên dưới","Padanan perlawanan semasa belum dibuka, sila periksa masa padanan di bawah","Matchmaking not currently open, please check the schedule below  ","Pencocokan saat ini belum dibuka, harap periksa waktu pencocokan di bawah",การจับคู่ปัจจุบันยังไม่เปิด กรุณาตรวจสอบเวลาในการจับคู่ด้านล่างอย่างละเอียด,"Ang matchmaking ay hindi pa bukas, mangyaring suriin ang oras ng matchmaking sa ibaba"
7616,onlineFightEmbattleNotReady,Please prepare your substitute lineup before starting matchmaking!  ,Hãy chuẩn bị đội hình dự bị trước khi bắt đầu ghép trận!,Sila sediakan pasukan simpanan sebelum memulakan padanan!,Please prepare your substitute lineup before starting matchmaking!  ,Harap siapkan formasi cadangan sebelum memulai pencocokan!,กรุณาเตรียมทีมสำรองให้พร้อมก่อนเริ่มการจับคู่!,Maghanda ng backup na lineup bago magsimula ng matchmaking!
7617,badgeTitle,Yuhun  ,ngự hồn,Roh penjagaan,Yuhun  ,Semangat pahlawan,หยินหยาง,Kaluluwa ng Yuhun
7618,badgeTalent,Yuhun spirit  ,Tinh thần ngự hồn,Roh penjagaan semangat,Yuhun spirit  ,Semangat Yuhun,พลังวิญญาณหยินหยาง,Kaluluwa ng Espiritu ng Yuhun
7619,choosePokemon,Please select a hero  ,Vui lòng chọn anh hùng,Sila pilih wira,Please select a hero  ,Harap pilih pahlawan,กรุณาเลือกฮีโร่,Mangyaring pumili ng bayani
7620,awakeLevelToOpen,Awaken to +%d to unlock  ,Thức tỉnh tới +%d để mở khóa,Bangkit hingga +%d untuk membuka kunci,Awaken to +%d to unlock  ,Bangkitkan hingga +%d untuk membuka kunci,ปลุกพลังถึง +%d เพื่อปลดล็อก,I-unlock kapag umabot sa +%d
7621,rarityAdditionText,"#C0x5B545B#%s#C0x5B545B#, Yuhun spiritual attribute bonus #C0x5C9970#+%s  ","#C0x5B545B#%s#C0x5B545B#, thuộc tính tâm linh Yuhun bổ sung #C0x5C9970#+%s","#C0x5B545B#%s#C0x5B545B#, atribut semangat Yuhun ditambah #C0x5C9970#+%s","#C0x5B545B#%s#C0x5B545B#, Yuhun spiritual attribute bonus #C0x5C9970#+%s  ","#C0x5B545B#%s#C0x5B545B#, atribut semangat Yuhun ditambahkan #C0x5C9970#+%s","#C0x5B545B#%s#C0x5B545B#, พลังจิตวิญญาณเสริมของหยินหยาง #C0x5C9970#+%s","#C0x5B545B#%s#C0x5B545B#, nadagdagang espirituwal na katangian ng Yuhun #C0x5C9970#+%s"
7622,advanceAdditionText,"#C0x5B545B# has broken through to %s#C0x5B545B#, Yuhun spiritual attribute increases by #C0x5C9970#+%s  ","#C0x5B545B# đã đột phá đến %s#C0x5B545B#, thuộc tính tinh thần của Yuhun thêm #C0x5C9970#+%s","#C0x5B545B# telah pecah ke %s#C0x5B545B#, atribut semangat Yuhun bertambah #C0x5C9970#+%s","#C0x5B545B# has broken through to %s#C0x5B545B#, Yuhun spiritual attribute increases by #C0x5C9970#+%s  ","#C0x5B545B#Telah mencapai %s#C0x5B545B#, atribut semangat Yuhun ditambahkan #C0x5C9970#+%s","#C0x5B545B#ทะลวงถึง %s#C0x5B545B#, พลังจิตวิญญาณของหยินหยางเพิ่มขึ้น #C0x5C9970#+%s","#C0x5B545B#Nag-breakthrough na sa %s#C0x5B545B#, nadagdagang espirituwal na katangian ng Yuhun #C0x5C9970#+%s"
7623,starAdditionText,"#C0x5B545B# has been upgraded to #C0x5C9970#%d#Icommon/icon/icon_star.png-52-52##C0x5B545B#, Yuhun spiritual attribute bonus #C0x5C9970#+%s  ","#C0x5B545B# đã được nâng cấp lên #C0x5C9970#%d#Icommon/icon/icon_star.png-52-52##C0x5B545B#, thuộc tính tâm linh của Yuhun được bổ sung #C0x5C9970#+%s","#C0x5B545B# telah dinaikkan ke #C0x5C9970#%d#Icommon/icon/icon_star.png-52-52##C0x5B545B#, atribut semangat Yuhun ditambah #C0x5C9970#+%s","#C0x5B545B# has been upgraded to #C0x5C9970#%d#Icommon/icon/icon_star.png-52-52##C0x5B545B#, Yuhun spiritual attribute bonus #C0x5C9970#+%s  ","#C0x5B545B#Telah ditingkatkan menjadi #C0x5C9970#%d#Icommon/icon/icon_star.png-52-52##C0x5B545B#, atribut semangat Yuhun ditambahkan #C0x5C9970#+%s","#C0x5B545B#อัปเกรดเป็น #C0x5C9970#%d#Icommon/icon/icon_star.png-52-52##C0x5B545B#, พลังจิตวิญญาณของหยินหยางเพิ่มขึ้น #C0x5C9970#+%s","#C0x5B545B#Na-upgrade na sa #C0x5C9970#%d#Icommon/icon/icon_star.png-52-52##C0x5B545B#, nadagdagang espirituwal na katangian ng Yuhun #C0x5C9970#+%s"
7624,sameNatureAdditionText,"#C0x5B545B#Attributes match the Yuhun attribute system#C0x5C9970##C0x5B545B#, total hero bonus is #C0x5C9970#+%s  ","#C0x5B545B#Các thuộc tính phù hợp với hệ thống thuộc tính Yuhun#C0x5C9970##C0x5B545B#, tổng phần thưởng anh hùng là#C0x5C9970#+%s","#C0x5B545B#Atribut yang sesuai dengan sistem atribut Yuhun#C0x5C9970##C0x5B545B#, jumlah hadiah wira adalah#C0x5C9970#+%s","#C0x5B545B#Attributes match the Yuhun attribute system#C0x5C9970##C0x5B545B#, total hero bonus is #C0x5C9970#+%s  ","#C0x5B545B#Semua atribut yang cocok dengan sistem atribut Yuhun#C0x5C9970##C0x5B545B#, total hadiah pahlawan adalah#C0x5C9970#+%s","#C0x5B545B#คุณสมบัติทั้งหมดที่ตรงกับระบบคุณสมบัติของยูฮุน#C0x5C9970##C0x5B545B#, รางวัลฮีโร่รวมคือ#C0x5C9970#+%s","#C0x5B545B#Mga katangian na akma sa sistema ng katangian ng Yuhun#C0x5C9970##C0x5B545B#, kabuuang parangal ng bayani ay#C0x5C9970#+%s"
7625,badgeAllTalentUp,#C0x5B545B#All lit Yuhun attributes have been improved#C0x5C9970#%s  ,#C0x5B545B#Tất cả thuộc tính lit của Yuhun đều được cải thiện#C0x5C9970#%s,#C0x5B545B#Semua atribut lit Yuhun telah dipertingkatkan#C0x5C9970#%s,#C0x5B545B#All lit Yuhun attributes have been improved#C0x5C9970#%s  ,#C0x5B545B#Semua atribut lit Yuhun telah ditingkatkan#C0x5C9970#%s,#C0x5B545B#คุณสมบัติ lit ทั้งหมดของยูฮุนได้รับการปรับปรุง#C0x5C9970#%s,#C0x5B545B#Lahat ng katangian ng Yuhun ay pinahusay#C0x5C9970#%s
7626,badgeAllCardsUp,#C0x5B545B#%s of all heroes has been improved#C0x5C9970#%s  ,#C0x5B545B#%s của tất cả anh hùng đã được cải thiện#C0x5C9970#%s,#C0x5B545B#%s semua wira telah dipertingkatkan#C0x5C9970#%s,#C0x5B545B#%s of all heroes has been improved#C0x5C9970#%s  ,#C0x5B545B#%s dari semua pahlawan telah ditingkatkan#C0x5C9970#%s,#C0x5B545B#%s ของฮีโร่ทั้งหมดได้รับการปรับปรุง#C0x5C9970#%s,#C0x5B545B#%s ng lahat ng bayani ay pinahusay#C0x5C9970#%s
7627,noOpenPleaseToGym,"Yuhun level-up activation unlocked, additional Yuhun can be opened  ","Tăng cấp độ kích hoạt ngự hồn  đã mở, được mở thêm ngự hồn  khác","Menaikkan tahap pengaktifan roh penjagaan telah dibuka, lebih banyak roh penjagaan dibuka","Yuhun level-up activation unlocked, additional Yuhun can be opened  ","Tingkatkan level aktivasi semangat pahlawan telah dibuka, semangat pahlawan lain dapat dibuka",การเพิ่มเลเวลการปลุกพลังยูฮุนที่เปิดอยู่ จะปลดล็อกยูฮุนเพิ่มเติม,"Tumaas ang level ng activation ng Kaluluwa ng Yuhun, binuksan ang ibang Kaluluwa ng Yuhun"
7628,talentLightSucceed,Successfully activated %s  ,Đã kích hoạt %s thành công,Telah berjaya mengaktifkan %s,Successfully activated %s  ,Telah berhasil mengaktifkan %s,เปิดใช้งาน %s สำเร็จ,Matagumpay na na-activate si %s
7629,badgeNeedToUp,All Yuhun spirits activated to Lv.%d  ,Tất cả tinh thần ngự hồn  đã kích hoạt tới Lv.%d,Semua roh penjagaan telah diaktifkan hingga Lv.%d,All Yuhun spirits activated to Lv.%d  ,Semua semangat pahlawan telah diaktifkan hingga Lv.%d,พลังวิญญาณหยินหยางทั้งหมดเปิดใช้งานถึง Lv.%d แล้ว,Lahat ng Kaluluwa ng Yuhun ay na-activate na sa Lv.%d
7630,needAllBadgeLight,Need to activate all Yuhun spirits to level %d  ,Cần kích hoạt tất cả tinh thần ngự hồn  tới cấp %d,Perlu mengaktifkan semua roh penjagaan hingga tahap %d,Need to activate all Yuhun spirits to level %d  ,Harus mengaktifkan semua semangat pahlawan hingga level %d,ต้องเปิดใช้งานพลังวิญญาณยูฮุนทั้งหมดถึงระดับ %d,Kailangan i-activate ang lahat ng Kaluluwa ng Yuhun hanggang sa level %d
7631,awakeGoldNotEnough,Not enough gold to awaken  ,Không đủ tiền vàng để thức tỉnh,Tidak cukup emas untuk kebangkitan,Not enough gold to awaken  ,Uang emas tidak cukup untuk membangkitkan,ทองไม่เพียงพอสำหรับการปลุกพลัง,Walang sapat na ginto para sa pag-gising
7632,awakeItemsNotEnough,Not enough items to awaken  ,"Không đủ đạo cụ, không thể thức tỉnh","Tidak cukup alat, tidak dapat kebangkitan",Not enough items to awaken  ,"Bahan tidak cukup, tidak dapat membangkitkan",ไอเทมไม่เพียงพอ ไม่สามารถปลุกพลังได้,"Walang sapat na props, hindi pwedeng mag-gising"
7633,lightGoldNotEnough,Not enough gold to light up  ,Không đủ tiền vàng để thắp sáng,Tidak cukup emas untuk pencahayaan,Not enough gold to light up  ,Uang emas tidak cukup untuk menyalakan,ทองไม่เพียงพอสำหรับการจุดแสง,Walang sapat na ginto para mag-ilaw
7634,ligthItemsNotEnough,Not enough items to activate  ,"Đạo cụ không đủ, không thể kích hoạt","Alat tidak cukup, tidak dapat mengaktifkan",Not enough items to activate  ,"Bahan tidak cukup, tidak dapat mengaktifkan",ไอเทมไม่เพียงพอ ไม่สามารถเปิดใช้งานได้,"Walang sapat na props, hindi pwedeng i-activate"
7635,awakeSucceed,Awakening successful  ,Thức tỉnh thành công,Kebangkitan berjaya,Awakening successful  ,Pembangkitan berhasil,ปลุกพลังสำเร็จ,Matagumpay na pag-gising
7636,onlineFightShopCanBuy,Reach %s points in any mode to unlock  ,Đạt %s điểm trong bất kỳ chế độ nào để mở khóa,Capai %s mata dalam mana-mana mod untuk membuka kunci,Reach %s points in any mode to unlock  ,Capai %s poin di mode apapun untuk membuka kunci,ทำคะแนนได้ %s ในโหมดใดก็ได้เพื่อปลดล็อก,Kumuha ng %s puntos sa alinmang mode upang ma-unlock
7637,spriteUpperLimit,"Two heroes have inconsistent %s limits, swapping will reduce total %s, continue?  ","Hai anh hùng có giới hạn %s không đồng nhất, sau khi hoán đổi, tổng %s sẽ giảm, tiếp tục không?","Dua wira dengan had %s tidak seragam, selepas pertukaran, jumlah %s akan berkurang, teruskan?","Two heroes have inconsistent %s limits, swapping will reduce total %s, continue?  ","Dua pahlawan dengan batas %s yang tidak konsisten, setelah ditukar, total %s akan berkurang, lanjutkan tidak?",ฮีโร่สองตัวมีขีดจำกัด %s ไม่ตรงกัน หลังจากสลับแล้ว ยอดรวม %s จะลดลง ต้องการดำเนินการต่อหรือไม่?,"Ang dalawang bayani na may limitasyong %s ay hindi magkakatugma, pagkatapos magpalit, ang kabuuang %s ay bababa, magpapatuloy ba?"
7638,onlineFightEmbattleTitle,Prepare formation  ,Chuẩn bị đội hình,Sediakan pasukan,Prepare formation  ,Siapkan formasi,เตรียมทีม,Maghanda ng lineup
7639,onlineFightEmbattleNumTip,*Less than %d heroes cannot enter matchmaking  ,*Anh hùng không đủ %d sẽ không thể ghép trận,*Wira tidak mencukupi %d tidak boleh bergabung dalam perlawanan,*Less than %d heroes cannot enter matchmaking  ,*Pahlawan yang kurang %d tidak dapat memulai pencocokan,*ฮีโร่ไม่ถึง %d ตัว จะไม่สามารถจับคู่ได้,*Ang bayani na kulang ng %d ay hindi makakapasok sa matchmaking
7640,onlineFightEmbattleNumDesc1,Hero deployed  ,Anh hùng được ra trận,Wira yang akan bertempur,Hero deployed  ,Pahlawan yang ikut bertanding,ฮีโร่ที่ลงสนาม,Ang bayani ay inilabas sa laban
7641,onlineFightEmbattleNumDesc2,Fair match substitute lineup  ,Đội hình dự bị trận công bằng,Pasukan simpanan untuk perlawanan yang adil,Fair match substitute lineup  ,Formasi cadangan pertandingan adil,ทีมสำรองสำหรับโหมดแฟร์,Backup na lineup para sa mode ng Pantay-pantay
7642,onlineFightEmbattleNumMax,Substitute lineup reached maximum  ,Đội hình dự bị đã đạt tối đa,Pasukan simpanan telah mencapai had maksimum,Substitute lineup reached maximum  ,Formasi cadangan telah mencapai batas maksimum,ทีมสำรองถึงขีดจำกัดแล้ว,Naabot na ng backup na lineup ang pinakamataas na limitasyon
7643,onlineFightEmbattleCloseTip,"#C0x5B5559#Number of heroes in substitute lineup is less than#C0xF76B45#%d#C0x5B5559# cards, matchmaking will not be possible. Do you wish to continue?  ","#C0x5B5559#Số lượng anh hùng trong đội hình dự bị nhỏ hơn#C0xF76B45#%d#C0x5B5559# thẻ, sẽ không thể ghép trận, bạn có muốn tiếp tục không?","#C0x5B5559#Jumlah wira dalam pasukan simpanan kurang dari #C0xF76B45#%d#C0x5B5559#, tidak boleh bergabung dalam perlawanan, adakah anda mahu meneruskan?","#C0x5B5559#Number of heroes in substitute lineup is less than#C0xF76B45#%d#C0x5B5559# cards, matchmaking will not be possible. Do you wish to continue?  ","#C0x5B5559#Jumlah pahlawan dalam formasi cadangan lebih kecil dari #C0xF76B45#%d#C0x5B5559# kartu, tidak dapat melakukan pencocokan, apakah Anda ingin melanjutkan?",#C0x5B5559#จำนวนฮีโร่ในทีมสำรองน้อยกว่า#C0xF76B45#%d#C0x5B5559# ใบ จะไม่สามารถจับคู่ได้ คุณต้องการดำเนินการต่อหรือไม่?,"#C0x5B5559#Ang bilang ng mga bayani sa backup na lineup ay mas mababa sa#C0xF76B45#%d#C0x5B5559# cards, hindi makakapasok sa matchmaking, magpapatuloy ba?"
7644,lightAlreadyMax,Already lit up to the highest level,Đã thắp sáng tới cấp cao nhất,Telah diterangi hingga tahap tertinggi,Already lit up to the highest level,Telah dinyalakan hingga level tertinggi,จุดแสงถึงระดับสูงสุดแล้ว,Na-ilaw na sa pinakamataas na level
7645,alreadyCancelGuard,Protection has been canceled,Đã hủy bảo vệ,Telah membatalkan perlindungan,Protection has been canceled,Perlindungan dibatalkan,ยกเลิกการป้องกันแล้ว,Nakansela ang proteksyon
7646,guardAlreadyChange,The hero protector has been changed,Anh hùng bảo vệ đã được thay đổi,Wira perlindungan telah ditukar,The hero protector has been changed,Pahlawan pelindung telah diganti,ฮีโร่ป้องกันถูกเปลี่ยนเรียบร้อยแล้ว,Ang bayani na protektado ay napalitan
7647,guardALreadySet,The protector hero has entered the battle,Đã ra trận bảo vệ,Telah keluar untuk bertempur sebagai perlindungan,The protector hero has entered the battle,Pahlawan pelindung sudah ikut bertanding,ลงสนามป้องกันเรียบร้อยแล้ว,Nasa laban na ang bayani proteksyon
7648,openGuardsText,Open this hero's position?,Mở vị trí anh hùng này chứ?,Buka kedudukan wira ini?,Open this hero's position?,Buka posisi pahlawan ini?,ต้องการเปิดตำแหน่งฮีโร่นี้หรือไม่?,Buksan ang posisyon ng bayani na ito?
