VariableName,tab,sender_cn,sender_vn,sender_th,sender_in,sender,subject_ma,subject_ph,subject_en,subject_vn,subject_th,subject_in,subject,attachs,special,content_cn,content_vn,content,content_ma,content_ph,content_en,content_th,content_in
57,,Admin,Admin,Admin,Admin,Admin,Ganjaran Ramalan Berjaya Pusingan Kelayakan Kejohanan Merentas Pelayan,Gantimpala sa tamang hula sa qualifying round ng Cross-server Martial Arts Tournament,Reward for Successfully Predicting Qualifier Round of the Inter-Server Martial Arts Tournament,Reward for Successfully Predicting Qualifier Round of the Inter-Server Martial Arts Tournament,รางวัลทายผลสำเร็จรอบคัดเลือกศึกข้ามเซิร์ฟเวอร์,Hadiah Prediksi Berhasil Kualifikasi Turnamen Antar Server,Reward for Successfully Predicting Qualifier Round of the Inter-Server Martial Arts Tournament,,,"Các bạn thân mến:\n Xin chúc mừng, bạn đã dự đoán thành công %d người chơi hạt giống đủ điều kiện trong các anh hùng liên máy chủ. Phần thưởng cá cược đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on successfully predicting %d qualified seeded players in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!","Dear players:\n Congratulations on successfully predicting %d qualified seeded players in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana berjaya meramalkan %d pemain benih yang layak dalam wira rentas pelayan. Ganjaran pertaruhan telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal naming manlalaro:\n Binabati ka sa matagumpay na pag-predict ng %d seed players na qualified sa cross-server heroes. Naipadala na ang betting reward sa email, pakisuri ito. \nMag-enjoy sa laro!  ","Dear players:\n Congratulations on successfully predicting %d qualified seeded players in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n ขอแสดงความยินดี คุณได้ทายถูก %d ผู้เล่นเมล็ดพันธุ์ที่ผ่านเข้ารอบในฮีโร่ข้ามเซิร์ฟเวอร์ รางวัลการเดิมพันได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n Selamat, Anda telah berhasil memprediksi %d pemain unggulan yang lolos dalam Heroes antar server. Hadiah taruhan telah dikirim melalui email, silakan periksa. \n Selamat bermain!"
58,,Admin,Admin,Admin,Admin,Admin,Bayaran Balik Pertaruhan Gagal Kelayakan Kejohanan Merentas Pelayan,Refund ng reward dahil nabigo sa pagtaya sa qualifying round ng Cross-server Tournament,Refund for Unsuccessful Bets in Inter-Server Martial Arts Tournament Qualifiers,Refund for Unsuccessful Bets in Inter-Server Martial Arts Tournament Qualifiers,คืนเงินเดิมพันล้มเหลวรอบคัดเลือกศึกข้ามเซิร์ฟเวอร์,Pengembalian Hadiah Taruhan Gagal Kualifikasi Turnamen Antar Server,Refund for Unsuccessful Bets in Inter-Server Martial Arts Tournament Qualifiers,,,"Các bạn thân mến:\n %d người chơi không dự đoán được ở vòng loại này. Đây là phần thưởng bồi thường cho những lần đặt cược thất bại. Nó đã được gửi cùng với email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n %d players were not successfully predicted in this qualifier. This is the compensation reward for failed bets. It has been sent via email, please check in time. \nEnjoy the game!","Dear players:\n %d players were not successfully predicted in this qualifier. This is the compensation reward for failed bets. It has been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n %d pemain gagal diramalkan dalam pusingan kelayakan ini. Ini adalah ganjaran pampasan untuk pertaruhan gagal. Ia telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal naming manlalaro:\n %d manlalaro ang hindi mo na-predict sa qualifier. Heto ang consolation reward para sa failed bets. Naipadala ito sa email, pakisuri ito. \nMag-enjoy sa laro!  ","Dear players:\n %d players were not successfully predicted in this qualifier. This is the compensation reward for failed bets. It has been sent via email, please check in time. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n มี %d การทายผลในรอบคัดเลือกที่ไม่ถูกต้อง นี่คือรางวัลชดเชยสำหรับการเดิมพันที่ล้มเหลว ได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n %d pemain tidak berhasil diprediksi dalam babak kualifikasi ini. Ini adalah hadiah kompensasi untuk kegagalan taruhan. Sudah dikirim melalui email, silakan periksa. \n Selamat bermain!"
59,,Admin,Admin,Admin,Admin,Admin,Ganjaran Bertaruh Berjaya Semua Separuh Akhir Kejohanan Merentas Pelayan,Gantimpala sa matagumpay na pagtaya sa lahat ng Top 4 match ng Cross-server Tournament,Reward for Successfully Betting All Semifinal Matches of the Inter-Server Martial Arts Tournament,Reward for Successfully Betting All Semifinal Matches of the Inter-Server Martial Arts Tournament,รางวัลเดิมพันสำเร็จรอบรองชนะเลิศศึกข้ามเซิร์ฟเวอร์,Hadiah Taruhan Berhasil Semua Pertandingan Semifinal Turnamen Antar Server,Reward for Successfully Betting All Semifinal Matches of the Inter-Server Martial Arts Tournament,,,"Các bạn thân mến:\n Xin chúc mừng, bạn đã dự đoán thành công tất cả bốn người chơi đứng đầu trong các anh hùng liên máy chủ. Phần thưởng cá cược đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on successfully predicting all four finalists in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!","Dear players:\n Congratulations on successfully predicting all four finalists in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana berjaya meramalkan semua empat pemain teratas dalam wira rentas pelayan. Ganjaran pertaruhan telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal naming manlalaro:\n Binabati ka sa matagumpay na pag-predict ng lahat ng top 4 players sa cross-server heroes. Naipadala na ang betting reward sa email, pakisuri ito. \nMag-enjoy sa laro!  ","Dear players:\n Congratulations on successfully predicting all four finalists in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n ขอแสดงความยินดี คุณได้ทายถูกผู้เล่นทั้ง 4 คนสุดท้ายในฮีโร่ข้ามเซิร์ฟเวอร์ รางวัลการเดิมพันได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n Selamat, Anda berhasil memprediksi keempat pemain teratas dalam Heroes antar server. Hadiah taruhan telah dikirim melalui email, silakan periksa. \n Selamat bermain!"
60,,Admin,Admin,Admin,Admin,Admin,Ganjaran Bertaruh Berjaya Separuh Akhir Kejohanan Merentas Pelayan,Gantimpala sa tamang hula sa semifinals ng Cross-server Martial Arts Tournament,Reward for Successful Bet in the Semifinals of the Inter-Server Martial Arts Tournament,Reward for Successful Bet in the Semifinals of the Inter-Server Martial Arts Tournament,รางวัลเดิมพันสำเร็จรอบรองชนะเลิศศึกข้ามเซิร์ฟเวอร์,Hadiah Taruhan Berhasil di Semifinal Turnamen Antar Server,Reward for Successful Bet in the Semifinals of the Inter-Server Martial Arts Tournament,,,"Các bạn thân mến:\n Xin chúc mừng, bạn đã dự đoán thành công %d người vào bán kết trong các anh hùng liên máy chủ. Phần thưởng cá cược đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on successfully predicting %d semifinalists in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!","Dear players:\n Congratulations on successfully predicting %d semifinalists in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana berjaya meramalkan %d pemain separuh akhir dalam wira rentas pelayan. Ganjaran pertaruhan telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal naming manlalaro:\n Binabati ka sa matagumpay na pag-predict ng %d semifinalists sa cross-server heroes. Naipadala na ang betting reward sa email, pakisuri ito. \nMag-enjoy sa laro!  ","Dear players:\n Congratulations on successfully predicting %d semifinalists in the inter-server heroes. The betting reward has been sent via email, please check in time. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n ขอแสดงความยินดี คุณได้ทายถูก %d คนที่เข้าสู่รอบรองชนะเลิศในฮีโร่ข้ามเซิร์ฟเวอร์ รางวัลการเดิมพันได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n Selamat, Anda berhasil memprediksi %d pemain semifinalis dalam Heroes antar server. Hadiah taruhan telah dikirim melalui email, silakan periksa. \n Selamat bermain!"
61,,Admin,Admin,Admin,Admin,Admin,Bayaran Balik Pertaruhan Gagal Separuh Akhir Kejohanan Merentas Pelayan,Refund ng gantimpala sa nabigong taya sa Top 4 ng Cross-server Tournament,Refund for Unsuccessful Semifinal Bets in the Inter-Server Martial Arts Tournament,Refund for Unsuccessful Semifinal Bets in the Inter-Server Martial Arts Tournament,คืนเงินเดิมพันล้มเหลวรอบรองชนะเลิศศึกข้ามเซิร์ฟเวอร์,Pengembalian Taruhan Gagal di Semifinal Turnamen Antar Server,Refund for Unsuccessful Semifinal Bets in the Inter-Server Martial Arts Tournament,,,"Các bạn thân mến:\n %d người chơi không dự đoán được trận bán kết lần này. Đây là phần thưởng bồi thường cho những lần đặt cược thất bại. Nó đã được gửi cùng với email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n %d players were not successfully predicted in this semifinal. This is the compensation reward for failed bets. It has been sent via email, please check in time. \nEnjoy the game!","Dear players:\n %d players were not successfully predicted in this semifinal. This is the compensation reward for failed bets. It has been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n %d pemain gagal diramalkan dalam separuh akhir kali ini. Ini adalah ganjaran pampasan untuk pertaruhan gagal. Ia telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal naming manlalaro:\n %d manlalaro ang hindi mo na-predict sa semifinal round. Heto ang consolation reward para sa failed bets. Naipadala ito sa email, pakisuri ito. \nMag-enjoy sa laro!","Dear players:\n %d players were not successfully predicted in this semifinal. This is the compensation reward for failed bets. It has been sent via email, please check in time. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n มี %d การทายผลรอบรองชนะเลิศที่ไม่ถูกต้อง นี่คือรางวัลชดเชยสำหรับการเดิมพันที่ล้มเหลว ได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n %d pemain tidak berhasil diprediksi di babak semifinal kali ini. Ini adalah hadiah kompensasi untuk kegagalan taruhan. Sudah dikirim melalui email, silakan periksa. \n Selamat bermain!"
62,,Admin,Admin,Admin,Admin,Admin,Ganjaran Ramalan Juara Berjaya Kejohanan Merentas Pelayan,Gantimpala sa matagumpay na pagtaya sa kampeon ng Cross-server Martial Arts Tournament,Reward for Correctly Betting the Champion of the Inter-Server Martial Arts Tournament,Reward for Correctly Betting the Champion of the Inter-Server Martial Arts Tournament,รางวัลเดิมพันถูกแชมป์ศึกข้ามเซิร์ฟเวอร์,Hadiah Taruhan Berhasil Juara Turnamen Antar Server,Reward for Correctly Betting the Champion of the Inter-Server Martial Arts Tournament,,,"Các bạn thân mến:\n Xin chúc mừng, các bạn đã dự đoán thành công người chơi vô địch trong các tướng liên server. Phần thưởng cá cược đã được gửi qua email, vui lòng kiểm tra kịp thời. . \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on successfully predicting the champion in the inter-server generals. The betting reward has been sent via email, please check in time. \nEnjoy the game!","Dear players:\n Congratulations on successfully predicting the champion in the inter-server generals. The betting reward has been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana berjaya meramalkan juara dalam kejohanan wira rentas pelayan. Ganjaran pertaruhan telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal na kaibigan: \n Binabati ka! Matagumpay mong nahulaan ang kampeon sa cross-server hero event. Ang gantimpala sa pagtaya ay ipinadala na sa pamamagitan ng email, pakisuri sa tamang oras. \nMaligayang paglalaro!  ","Dear players:\n Congratulations on successfully predicting the champion in the inter-server generals. The betting reward has been sent via email, please check in time. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n ขอแสดงความยินดี คุณได้ทายถูกผู้เล่นแชมป์ในฮีโร่ข้ามเซิร์ฟเวอร์ รางวัลการเดิมพันได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n Selamat, Anda berhasil memprediksi pemain juara dalam Heroes antar server. Hadiah taruhan telah dikirim melalui email, silakan periksa. \n Selamat bermain!"
63,,Admin,Admin,Admin,Admin,Admin,Ganjaran Ramalan Juara Gagal Kejohanan Merentas Pelayan,Gantimpala sa nabigong taya sa kampeon ng Cross-server Martial Arts Tournament,Reward for Incorrect Bet on the Champion of the Inter-Server Martial Arts Tournament,Reward for Incorrect Bet on the Champion of the Inter-Server Martial Arts Tournament,รางวัลเดิมพันพลาดแชมป์ศึกข้ามเซิร์ฟเวอร์,Hadiah Taruhan Gagal Juara Turnamen Antar Server,Reward for Incorrect Bet on the Champion of the Inter-Server Martial Arts Tournament,,,"Các bạn thân mến:\n Thật không may, người chơi tướng đã không được dự đoán thành công trong tướng liên máy chủ. Phần thưởng bồi thường đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n Unfortunately, the champion in the inter-server generals was not successfully predicted. A compensation reward has been sent via email, please check in time. \nEnjoy the game!","Dear players:\n Unfortunately, the champion in the inter-server generals was not successfully predicted. A compensation reward has been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Malangnya, pemain yang anda ramalkan tidak menang dalam kejohanan wira rentas pelayan. Ganjaran pampasan telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal na kaibigan: \n Paumanhin, hindi mo nahulaan nang tama ang hero sa cross-server hero event. Ang gantimpala ng kabayaran ay ipinadala na sa pamamagitan ng email, pakisuri sa tamang oras. \nMaligayang paglalaro!  ","Dear players:\n Unfortunately, the champion in the inter-server generals was not successfully predicted. A compensation reward has been sent via email, please check in time. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n น่าเสียดายที่คุณไม่ได้ทายถูกผู้เล่นแชมป์ในฮีโร่ข้ามเซิร์ฟเวอร์ รางวัลชดเชยได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n Sayangnya, Anda tidak berhasil memprediksi pemain juara dalam Heroes antar server. Hadiah kompensasi telah dikirim melalui email, silakan periksa. \n Selamat bermain!"
64,,Admin,Admin,Admin,Admin,Admin,Ganjaran 7 Hari Arena Merentas Pelayan,7-araw na Gantimpala sa Cross-server Arena,7-Day Inter-Server Arena Reward,7-Day Inter-Server Arena Reward,รางวัลสนามประลองข้ามเซิร์ฟเวอร์ 7 วัน,Hadiah Arena Antar Server 7 Hari,7-Day Inter-Server Arena Reward,,,"Các bạn thân mến:\n Chúc mừng bạn đã xếp hạng %s ở vị trí %d trong giải quyết đấu trường liên máy chủ vào ngày thứ 7. Phần thưởng xếp hạng đã được gửi qua email, vui lòng kiểm tra kịp thời. Tôi hy vọng sẽ tiếp tục làm tốt công việc và dũng cảm vươn tới những tầm cao mới. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on achieving rank %s at position %d in the inter-server arena on Saturday. The ranking reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!","Dear players:\n Congratulations on achieving rank %s at position %d in the inter-server arena on Saturday. The ranking reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana berada di kedudukan %s tempat ke-%d dalam penyelesaian arena rentas pelayan pada hari Sabtu. Ganjaran kedudukan telah dihantar melalui emel, sila semak tepat pada masanya. Saya berharap anda akan terus berusaha dan berani menuju ke tahap yang lebih tinggi. \n Selamat bermain!","Mga mahal na kaibigan: \n Binabati ka! Nakamit mo ang ranggo %s sa ika-%d na puwesto sa cross-server arena nitong Sabado. Ipinadala na ang gantimpala ng ranggo sa pamamagitan ng email, pakisuri sa tamang oras. Ipagpatuloy ang pagsusumikap upang marating ang mas mataas na antas. \nMaligayang paglalaro!  ","Dear players:\n Congratulations on achieving rank %s at position %d in the inter-server arena on Saturday. The ranking reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n ขอแสดงความยินดี คุณได้อันดับ %s ที่ %d ในการจัดอันดับอารีน่าข้ามเซิร์ฟเวอร์ในวันเสาร์ รางวัลอันดับได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา ขอให้คุณพัฒนาต่อไปและกล้าก้าวไปสู่จุดสูงสุดใหม่ ๆ \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n Selamat, Anda meraih peringkat %s di posisi %d dalam penyelesaian Arena antar server hari Sabtu. Hadiah peringkat telah dikirim melalui email, silakan periksa. Semoga terus maju dan berani meraih ketinggian baru. \n Selamat bermain!"
65,,Admin,Admin,Admin,Admin,Admin,Ganjaran Penyelesaian Mingguan Arena Merentas Pelayan,Final settlement reward ng Cross-server Arena,Inter-Server Arena Weekly Settlement Reward,Inter-Server Arena Weekly Settlement Reward,รางวัลสรุปผลสนามประลองข้ามเซิร์ฟเวอร์,Hadiah Penutupan Mingguan Arena Antar Server,Inter-Server Arena Weekly Settlement Reward,,,"Các bạn thân mến:\n Chúc mừng bạn đã xếp hạng %s ở vị trí %d vào cuối mùa giải đấu trường liên máy chủ. Phần thưởng xếp hạng của bạn đã được gửi qua email, vui lòng kiểm tra kịp thời. Tôi hy vọng sẽ tiếp tục làm tốt công việc và dũng cảm vươn tới những tầm cao mới. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on achieving rank %s at position %d at the end of the inter-server arena season. Your ranking reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!","Dear players:\n Congratulations on achieving rank %s at position %d at the end of the inter-server arena season. Your ranking reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana berada di kedudukan %s tempat ke-%d pada akhir musim arena rentas pelayan. Ganjaran kedudukan telah dihantar melalui emel, sila semak tepat pada masanya. Saya berharap anda akan terus berusaha dan berani menuju ke tahap yang lebih tinggi. \n Selamat bermain!","Mga mahal na kaibigan: \n Binabati ka! Nakamit mo ang ranggo %s sa ika-%d na puwesto sa pagtatapos ng season ng cross-server arena. Ipinadala na ang gantimpala ng ranggo sa pamamagitan ng email, pakisuri sa tamang oras. Ipagpatuloy ang pagsusumikap upang marating ang mas mataas na antas. \nMaligayang paglalaro!  ","Dear players:\n Congratulations on achieving rank %s at position %d at the end of the inter-server arena season. Your ranking reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!",เพื่อน ๆ ที่รัก:\n ขอแสดงความยินดี คุณได้อันดับ %s ที่ %d ในช่วงสิ้นสุดฤดูกาลอารีน่าข้ามเซิร์ฟเวอร์ รางวัลอันดับได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา ขอให้คุณพัฒนาต่อไปและกล้าก้าวไปสู่จุดสูงสุดใหม่ ๆ \n ขอให้สนุกกับการเล่นเกม!,"Teman-teman yang terhormat:\n Selamat, Anda meraih peringkat %s di posisi %d pada akhir musim Arena antar server. Hadiah peringkat Anda telah dikirim melalui email, silakan periksa. Semoga terus maju dan berani meraih ketinggian baru. \n Selamat bermain!"
66,,Admin,Admin,Admin,Admin,Admin,Hadiah Peringkat Pertandingan Memancing,Gantimpala sa ranking ng Fishing Contest,Fishing Competition Ranking Prize,Fishing Competition Ranking Prize,รางวัลอันดับการแข่งตกปลา,Hadiah Peringkat Lomba Memancing,Fishing Competition Ranking Prize,,,"Các bạn thân mến:\n Chúc mừng bạn đã đạt thứ hạng %d trong cuộc thi câu cá. Phần thưởng xếp hạng đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on ranking %d in the fishing competition. The ranking reward has been sent via email, please check in time. \nEnjoy the game!","Dear players:\n Congratulations on ranking %d in the fishing competition. The ranking reward has been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana mencapai kedudukan %d dalam pertandingan memancing. Ganjaran kedudukan telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal na kaibigan: \n Binabati ka! Nakuha mo ang ika-%d puwesto sa paligsahan sa pangingisda. Ipinadala na ang gantimpala ng ranggo sa pamamagitan ng email, pakisuri sa tamang oras. \nMaligayang paglalaro!  ","Dear players:\n Congratulations on ranking %d in the fishing competition. The ranking reward has been sent via email, please check in time. \nEnjoy the game!",เพื่อนๆ ที่รัก:\n ขอแสดงความยินดีที่คุณได้อันดับที่ %d ในการแข่งขันตกปลา รางวัลอันดับได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \nขอให้สนุกกับเกม!  ,"Teman-teman yang terhormat:\n Selamat, Anda meraih peringkat %d dalam kompetisi memancing. Hadiah peringkat telah dikirim melalui email, silakan periksa. \n Selamat bermain!"
67,,Admin,Admin,Admin,Admin,Admin,Hadiah Memancing Automatik Dalam Pertandingan,Auto-fishing reward ng Fishing Contest,Auto Fishing Prize in Fishing Competition,Auto Fishing Prize in Fishing Competition,รางวัลตกปลาอัตโนมัติในการแข่ง,Hadiah Memancing Otomatis di Kompetisi Memancing,Auto Fishing Prize in Fishing Competition,,,"Các bạn thân mến:\n Trong cuộc thi câu cá này, bạn đã tự động câu thành công %d lần và thất bại %d lần. Phần thưởng tích lũy đã được gửi qua email, vui lòng kiểm tra kịp thời. \nChúc bạn chơi game vui vẻ!","Dear players:\n In this fishing competition, you successfully auto-fished %d times and failed %d times. The accumulated rewards have been sent via email, please check in time. \nEnjoy the game!","Dear players:\n In this fishing competition, you successfully auto-fished %d times and failed %d times. The accumulated rewards have been sent via email, please check in time. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Dalam pertandingan memancing ini, anda telah berjaya memancing automatik %d kali dan gagal %d kali. Ganjaran terkumpul telah dihantar melalui emel, sila semak tepat pada masanya. \n Selamat bermain!","Mga mahal na kaibigan: \n Sa paligsahan sa pangingisda na ito, matagumpay kang nakapangingisda ng awtomatiko ng %d beses at nabigo ng %d beses. Ang kabuuang gantimpala ay ipinadala sa pamamagitan ng email, pakisuri sa tamang oras. \nMaligayang paglalaro!  ","Dear players:\n In this fishing competition, you successfully auto-fished %d times and failed %d times. The accumulated rewards have been sent via email, please check in time. \nEnjoy the game!",เพื่อนๆ ที่รัก:\n ในการแข่งขันตกปลานี้ คุณตกปลาอัตโนมัติสำเร็จ %d ครั้ง และล้มเหลว %d ครั้ง รางวัลสะสมได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา \nขอให้สนุกกับเกม!  ,"Teman-teman yang terhormat:\n Dalam kompetisi memancing ini, Anda berhasil memancing otomatis sebanyak %d kali dan gagal %d kali. Hadiah akumulasi telah dikirim melalui email, silakan periksa. \n Selamat bermain!"
68,,Admin,Admin,Admin,Admin,Admin,Ganjaran Ketua Negara Terhormat Dalam Pelayan Ini,Honorary Warlord Reward ng Arena sa server na ito,Honor Country Leader Reward in This Server,Honor Country Leader Reward in This Server,รางวัลผู้นำเกียรติยศประจำเซิร์ฟเวอร์นี้,Hadiah Penguasa Kehormatan Server Ini,Honor Country Leader Reward in This Server,,,"Các bạn thân mến:\n Chúc mừng bạn đã trở thành thủ lĩnh danh dự của %s trong máy chủ này trong quá trình định cư tại phòng tập. Phần thưởng đã được gửi qua email, vui lòng kiểm tra kịp thời. Tôi hy vọng sẽ tiếp tục làm tốt công việc và dũng cảm vươn tới những tầm cao mới. \nChúc bạn chơi game vui vẻ!","Dear players:\n Congratulations on becoming the honorary leader of %s on this server during the gym settlement. The reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!","Dear players:\n Congratulations on becoming the honorary leader of %s on this server during the gym settlement. The reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!","Rakan-rakan yang dihormati:\n Tahniah kerana menjadi ketua kehormat %s dalam pelayan ini semasa penempatan latihan. Ganjaran telah dihantar melalui emel, sila semak tepat pada masanya. Saya berharap anda akan terus berusaha dan berani menuju ke tahap yang lebih tinggi. \n Selamat bermain!","Mga mahal na kaibigan: \n Binabati ka! Naging Kagalang-galang na Pinuno %s ka sa server na ito sa panahon ng pagkakalagay sa training room. Ipinadala na ang gantimpala sa pamamagitan ng email, pakisuri sa tamang oras. Ipagpatuloy ang pagsusumikap upang marating ang mas mataas na antas. \nMaligayang paglalaro!  ","Dear players:\n Congratulations on becoming the honorary leader of %s on this server during the gym settlement. The reward has been sent via email, please check in time. We hope you continue to do well and bravely reach new heights. \nEnjoy the game!",เพื่อนๆ ที่รัก:\n ขอแสดงความยินดีที่คุณได้เป็นผู้นำกิตติมศักดิ์ของ %s ในเซิร์ฟเวอร์นี้ระหว่างการตั้งรกรากที่ยิม รางวัลได้ถูกส่งทางอีเมลแล้ว กรุณาตรวจสอบให้ทันเวลา หวังว่าคุณจะทำผลงานได้ดีต่อไปและกล้าก้าวไปสู่ความสูงใหม่ \nขอให้สนุกกับเกม!  ,"Teman-teman yang terhormat:\n Selamat, Anda telah menjadi pemimpin kehormatan %s di server ini selama penyelesaian gym. Hadiah telah dikirim melalui email, silakan periksa. Semoga terus maju dan berani meraih ketinggian baru. \n Selamat bermain!"
