VariableName,name_cn,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,_beizhu,isShow,icon,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc1_cn,desc1_in,desc1,desc1_vn,desc1_th,quality,use,type,stackMax,specialArgsMap,specialArgsMap_vn,specialArgsMap_kr,specialArgsMap_en,specialArgsMap_tw,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc_cn,produceDesc_tw,produceDesc,produceDesc_vn,produceDesc_en,produceDesc_th,produceDesc_in,produceDesc_ph,produceDesc_ma,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,languages
5032,,,Lv.11 Sunlight Attack Gem  ,Ngọc Tấn Công Ánh Sáng Cấp 11,Lv.11 Sunlight Attack Gem  ,Lv.11 อัญมณีโจมตีแสงตะวัน  ,Lv.11 Permata Serangan Sinar Matahari  ,Lv.11 Araw na Gem ng Atake  ,Lv.11 Permata Serangan Sinar Matahari  ,,,config/item/icon_atk_orange_4.png,,,One of the materials required to harness elemental power and upgrade heroes to Gold+5  ,Một trong những vật liệu cần thiết để khai thác sức mạnh của các nguyên tố và nâng phẩm chất tướng lên mức Vàng+5.,One of the materials required to harness elemental power and upgrade heroes to Gold+5  ,หนึ่งในวัสดุที่จำเป็นในการดึงพลังธาตุและอัปเกรดฮีโร่เป็นทอง+5  ,Salah satu bahan yang dibutuhkan untuk memanfaatkan kekuatan elemen dan meningkatkan kualitas hero ke Emas+5  ,Isa sa mga materyales na kailangan upang gamitin ang kapangyarihan ng mga elemento at i-upgrade sa Ginto+5  ,Salah satu bahan yang diperlukan untuk menggunakan kuasa unsur dan menaik taraf kualiti hero ke Emas+5  ,,,,,,5,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,32,,12006,,,,,,,,,,,,,,,,,0.14,,,,,,,,,
5033,,,Lv.11 Sunlight Defense Gem  ,Ngọc Phòng Thủ Ánh Sáng Cấp 11,Lv.11 Sunlight Defense Gem  ,Lv.11 อัญมณีป้องกันแสงตะวัน  ,Lv.11 Permata Pertahanan Sinar Matahari  ,Lv.11 Araw na Gem ng Depensa  ,Lv.11 Permata Pertahanan Sinar Matahari  ,,,config/item/icon_def_orange_4.png,,,One of the materials required to harness elemental power and upgrade heroes to Gold+5  ,Một trong những vật liệu cần thiết để khai thác sức mạnh của các nguyên tố và nâng phẩm chất tướng lên mức Vàng+5.,One of the materials required to harness elemental power and upgrade heroes to Gold+5  ,หนึ่งในวัสดุที่จำเป็นในการดึงพลังธาตุและอัปเกรดฮีโร่เป็นทอง+5  ,Salah satu bahan yang dibutuhkan untuk memanfaatkan kekuatan elemen dan meningkatkan kualitas hero ke Emas+5  ,Isa sa mga materyales na kailangan upang gamitin ang kapangyarihan ng mga elemento at i-upgrade sa Ginto+5  ,Salah satu bahan yang diperlukan untuk menggunakan kuasa unsur dan menaik taraf kualiti hero ke Emas+5  ,,,,,,5,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,33,,12009,,,,,,,,,,,,,,,,,0.14,,,,,,,,,
5034,,,Lv.12 Heart Gold Life Gem  ,Bảo Thạch Tâm Kim Sinh Mệnh Cấp Mười Hai,Lv.12 Heart Gold Life Gem  ,Lv.12 อัญมณีชีวิตทองใจ  ,Lv.12 Permata Kehidupan Emas Hati  ,Lv.12 Gintong Puso na Gem ng Buhay  ,Lv.12 Permata Kehidupan Emas Hati  ,,,config/item/icon_hp_yellow_1.png,,,"One of the materials required to upgrade hero quality to Red, containing elemental power  ","Một trong những nguyên liệu cần thiết để nâng phẩm chất tướng lên Đỏ, chứa đựng sức mạnh nguyên tố.","One of the materials required to upgrade hero quality to Red, containing elemental power  ",หนึ่งในวัสดุที่จำเป็นสำหรับอัปเกรดคุณภาพฮีโร่เป็นแดง ซึ่งมีพลังธาตุ  ,"Salah satu bahan yang dibutuhkan untuk meningkatkan kualitas hero ke Merah, mengandung kekuatan elemen  ","Isa sa mga kinakailangang materyales upang maiangat ang kalidad ng bayani sa Pula, naglalaman ng lakas ng elemento  ","Salah satu bahan yang diperlukan untuk menaik taraf kualiti wira ke Merah, mengandungi kuasa unsur  ",,,,,,5,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,34,,12103,,,,,,,,,,,,,,,,,0.14,,,,,,,,,
5035,,,Lv.12 Heart Gold Attack Gem  ,Ngọc Tấn Công Tâm Kim Bậc 12,Lv.12 Heart Gold Attack Gem  ,Lv.12 อัญมณีโจมตีทองใจ  ,Lv.12 Permata Serangan Emas Hati  ,Lv.12 Gintong Puso na Gem ng Atake  ,Lv.12 Permata Serangan Emas Hati  ,,,config/item/icon_atk_yellow_1.png,,,"One of the materials required to upgrade hero quality to Red, containing elemental power  ","Một trong những nguyên liệu cần thiết để nâng phẩm chất tướng lên Đỏ, chứa đựng sức mạnh nguyên tố.","One of the materials required to upgrade hero quality to Red, containing elemental power  ",หนึ่งในวัสดุที่จำเป็นสำหรับอัปเกรดคุณภาพฮีโร่เป็นแดง ซึ่งมีพลังธาตุ  ,"Salah satu bahan yang dibutuhkan untuk meningkatkan kualitas hero ke Merah, mengandung kekuatan elemen  ","Isa sa mga kinakailangang materyales upang maiangat ang kalidad ng bayani sa Pula, naglalaman ng lakas ng elemento  ","Salah satu bahan yang diperlukan untuk menaik taraf kualiti wira ke Merah, mengandungi kuasa unsur  ",,,,,,5,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,35,,12106,,,,,,,,,,,,,,,,,0.14,,,,,,,,,
5036,,,Lv.12 Heart Gold Defense Gem  ,Cấp 12-Đá quý phòng thủ vàng trái tim,Lv.12 Heart Gold Defense Gem  ,Lv.12 อัญมณีป้องกันทองใจ  ,Lv.12 Permata Pertahanan Emas Hati  ,Lv.12 Gintong Puso na Gem ng Depensa  ,Lv.12 Permata Pertahanan Emas Hati  ,,,config/item/icon_def_yellow_1.png,,,"One of the materials required to upgrade hero quality to Red, containing elemental power  ","Một trong những nguyên liệu cần thiết để nâng phẩm chất tướng lên Đỏ, chứa đựng sức mạnh nguyên tố.","One of the materials required to upgrade hero quality to Red, containing elemental power  ",หนึ่งในวัสดุที่จำเป็นสำหรับอัปเกรดคุณภาพฮีโร่เป็นแดง ซึ่งมีพลังธาตุ  ,"Salah satu bahan yang dibutuhkan untuk meningkatkan kualitas hero ke Merah, mengandung kekuatan elemen  ","Isa sa mga kinakailangang materyales upang maiangat ang kalidad ng bayani sa Pula, naglalaman ng lakas ng elemento  ","Salah satu bahan yang diperlukan untuk menaik taraf kualiti wira ke Merah, mengandungi kuasa unsur  ",,,,,,5,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,36,,12109,,,,,,,,,,,,,,,,,0.14,,,,,,,,,
5037,,,Lv.13 Diamond Life Gem  ,Thập Tam Giai - Bảo Thạch Kim Cương Sinh Mệnh,Lv.13 Diamond Life Gem  ,Lv.13 อัญมณีชีวิตเพชร  ,Lv.13 Permata Kehidupan Berlian  ,Lv.13 Diyamante na Gem ng Buhay  ,Lv.13 Permata Kehidupan Berlian  ,,,config/item/icon_hp_yellow_2.png,,,One of the materials required to accumulate elemental power and upgrade hero quality to Red+1  ,Một trong những vật liệu cần thiết để tích lũy sức mạnh nguyên tố và nâng phẩm chất anh hùng lên Đỏ +1,One of the materials required to accumulate elemental power and upgrade hero quality to Red+1  ,หนึ่งในวัสดุที่จำเป็นสำหรับสะสมพลังธาตุและอัปเกรดฮีโร่เป็นแดง+1  ,Salah satu bahan yang dibutuhkan untuk mengumpulkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+1  ,Isa sa mga materyales na kailangan upang ipunin ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+1  ,Salah satu bahan yang diperlukan untuk mengumpul kuasa unsur dan menaik taraf kualiti wira ke Merah+1  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,37,,12203,,,,,,,,,,,,,,,,,0.145,,,,,,,,,
5038,,,Lv.13 Diamond Attack Gem  ,Ngọc Tấn Công Kim Cương Bậc 13,Lv.13 Diamond Attack Gem  ,Lv.13 อัญมณีโจมตีเพชร  ,Lv.13 Permata Serangan Berlian  ,Lv.13 Diyamante na Gem ng Atake  ,Lv.13 Permata Serangan Berlian  ,,,config/item/icon_atk_yellow_2.png,,,One of the materials required to accumulate elemental power and upgrade hero quality to Red+1  ,Một trong những vật liệu cần thiết để tích lũy sức mạnh nguyên tố và nâng phẩm chất anh hùng lên Đỏ +1,One of the materials required to accumulate elemental power and upgrade hero quality to Red+1  ,หนึ่งในวัสดุที่จำเป็นสำหรับสะสมพลังธาตุและอัปเกรดฮีโร่เป็นแดง+1  ,Salah satu bahan yang dibutuhkan untuk mengumpulkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+1  ,Isa sa mga materyales na kailangan upang ipunin ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+1  ,Salah satu bahan yang diperlukan untuk mengumpul kuasa unsur dan menaik taraf kualiti wira ke Merah+1  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,38,,12206,,,,,,,,,,,,,,,,,0.145,,,,,,,,,
5039,,,Lv.13 Diamond Defense Gem  ,Đá Phòng Thủ Kim Cương Bậc 13,Lv.13 Diamond Defense Gem  ,Lv.13 อัญมณีป้องกันเพชร  ,Lv.13 Permata Pertahanan Berlian  ,Lv.13 Diyamante na Gem ng Depensa  ,Lv.13 Permata Pertahanan Berlian  ,,,config/item/icon_def_yellow_2.png,,,One of the materials required to accumulate elemental power and upgrade hero quality to Red+1  ,Một trong những vật liệu cần thiết để tích lũy sức mạnh nguyên tố và nâng phẩm chất anh hùng lên Đỏ +1,One of the materials required to accumulate elemental power and upgrade hero quality to Red+1  ,หนึ่งในวัสดุที่จำเป็นสำหรับสะสมพลังธาตุและอัปเกรดฮีโร่เป็นแดง+1  ,Salah satu bahan yang dibutuhkan untuk mengumpulkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+1  ,Isa sa mga materyales na kailangan upang ipunin ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+1  ,Salah satu bahan yang diperlukan untuk mengumpul kuasa unsur dan menaik taraf kualiti wira ke Merah+1  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,39,,12209,,,,,,,,,,,,,,,,,0.145,,,,,,,,,
5040,,,Lv.14 Vermilion Life Gem  ,Bảo Thạch Sinh Mệnh Chu Y Cấp Mười Bốn,Lv.14 Vermilion Life Gem  ,Lv.14 อัญมณีชีวิตชูอี้  ,Lv.14 Permata Kehidupan Zhu Yi  ,Lv.14 Vermilion na Gem ng Buhay  ,Lv.14 Permata Kehidupan Chu Yi  ,,,config/item/icon_hp_yellow_3.png,,,One of the materials required to hold elemental power and upgrade hero quality to Red+2  ,Một trong những nguyên liệu cần thiết để chứa đựng sức mạnh nguyên tố và nâng phẩm chất tướng lên Đỏ+2,One of the materials required to hold elemental power and upgrade hero quality to Red+2  ,หนึ่งในวัสดุที่จำเป็นสำหรับเก็บพลังธาตุและอัปเกรดฮีโร่เป็นแดง+2  ,Salah satu bahan yang dibutuhkan untuk menyimpan kekuatan elemen dan meningkatkan kualitas hero ke Merah+2  ,Isa sa mga materyales na kailangan upang maglaman ng lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+2  ,Salah satu bahan yang diperlukan untuk menyimpan kuasa unsur dan menaik taraf kualiti wira ke Merah+2  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,40,,12304,12303,12302,12301,,,,,,,,,,,,,,0.145,,,,,,,,,
5041,,,Lv.14 Vermilion Attack Gem  ,Ngọc công kích Chu Y cấp 14,Lv.14 Vermilion Attack Gem  ,Lv.14 อัญมณีโจมตีชูอี้  ,Lv.14 Permata Serangan Zhu Yi  ,Lv.14 Vermilion na Gem ng Atake  ,Lv.14 Permata Serangan Chu Yi  ,,,config/item/icon_atk_yellow_3.png,,,One of the materials required to hold elemental power and upgrade hero quality to Red+2  ,Một trong những nguyên liệu cần thiết để chứa đựng sức mạnh nguyên tố và nâng phẩm chất tướng lên Đỏ+2,One of the materials required to hold elemental power and upgrade hero quality to Red+2  ,หนึ่งในวัสดุที่จำเป็นสำหรับเก็บพลังธาตุและอัปเกรดฮีโร่เป็นแดง+2  ,Salah satu bahan yang dibutuhkan untuk menyimpan kekuatan elemen dan meningkatkan kualitas hero ke Merah+2  ,Isa sa mga materyales na kailangan upang maglaman ng lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+2  ,Salah satu bahan yang diperlukan untuk menyimpan kuasa unsur dan menaik taraf kualiti wira ke Merah+2  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,41,,12305,12306,12307,,,,,,,,,,,,,,,0.145,,,,,,,,,
5042,,,Lv.14 Vermilion Defense Gem  ,Ngọc Phòng Thủ Chu Y Cấp 14,Lv.14 Vermilion Defense Gem  ,Lv.14 อัญมณีป้องกันชูอี้  ,Lv.14 Permata Pertahanan Zhu Yi  ,Lv.14 Vermilion na Gem ng Depensa  ,Lv.14 Permata Pertahanan Chu Yi  ,,,config/item/icon_def_yellow_3.png,,,One of the materials required to hold elemental power and upgrade hero quality to Red+2  ,Một trong những nguyên liệu cần thiết để chứa đựng sức mạnh nguyên tố và nâng phẩm chất tướng lên Đỏ+2,One of the materials required to hold elemental power and upgrade hero quality to Red+2  ,หนึ่งในวัสดุที่จำเป็นสำหรับเก็บพลังธาตุและอัปเกรดฮีโร่เป็นแดง+2  ,Salah satu bahan yang dibutuhkan untuk menyimpan kekuatan elemen dan meningkatkan kualitas hero ke Merah+2  ,Isa sa mga materyales na kailangan upang maglaman ng lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+2  ,Salah satu bahan yang diperlukan untuk menyimpan kuasa unsur dan menaik taraf kualiti wira ke Merah+2  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,42,,12308,12309,12310,,,,,,,,,,,,,,,0.145,,,,,,,,,
5043,,,Lv.15 Crimson Life Gem  ,Ngọc Sinh Mệnh Đỏ Thẫm Bậc 15,Lv.15 Crimson Life Gem  ,Lv.15 อัญมณีชีวิตแดงเข้ม  ,Lv.15 Permata Kehidupan Merah Tua  ,Lv.15 Malalim na Pula na Gem ng Buhay  ,Lv.15 Permata Kehidupan Merah Gelap  ,,,config/item/icon_hp_yellow_4.png,,,One of the materials required to harness elemental power and upgrade hero quality to Red+3  ,"Một trong những vật liệu cần thiết để khai thác sức mạnh nguyên tố, nâng phẩm chất anh hùng lên Đỏ+3.",One of the materials required to harness elemental power and upgrade hero quality to Red+3  ,หนึ่งในวัสดุที่จำเป็นสำหรับดึงพลังธาตุและอัปเกรดฮีโร่เป็นแดง+3  ,Salah satu bahan yang dibutuhkan untuk memanfaatkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+3  ,Isa sa mga materyales na kailangan upang pakawalan ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+3  ,Salah satu bahan yang diperlukan untuk menggunakan kuasa unsur dan menaik taraf kualiti wira ke Merah+3  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,43,,12401,12402,12403,12404,,,,,,,,,,,,,,0.145,,,,,,,,,
5044,,,Lv.15 Crimson Attack Gem  ,Ngọc Tấn Công Đỏ Thẫm Bậc 15,Lv.15 Crimson Attack Gem  ,Lv.15 อัญมณีโจมตีแดงเข้ม  ,Lv.15 Permata Serangan Merah Tua  ,Lv.15 Malalim na Pula na Gem ng Atake  ,Lv.15 Permata Serangan Merah Gelap  ,,,config/item/icon_atk_yellow_4.png,,,One of the materials required to harness elemental power and upgrade hero quality to Red+3  ,"Một trong những vật liệu cần thiết để khai thác sức mạnh nguyên tố, nâng phẩm chất anh hùng lên Đỏ+3.",One of the materials required to harness elemental power and upgrade hero quality to Red+3  ,หนึ่งในวัสดุที่จำเป็นสำหรับดึงพลังธาตุและอัปเกรดฮีโร่เป็นแดง+3  ,Salah satu bahan yang dibutuhkan untuk memanfaatkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+3  ,Isa sa mga materyales na kailangan upang pakawalan ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+3  ,Salah satu bahan yang diperlukan untuk menggunakan kuasa unsur dan menaik taraf kualiti wira ke Merah+3  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,44,,12405,12406,12407,,,,,,,,,,,,,,,0.145,,,,,,,,,
5045,,,Lv.15 Crimson Defense Gem  ,Ngọc Phòng Thủ Đỏ Thẫm Bậc 15,Lv.15 Crimson Defense Gem  ,Lv.15 อัญมณีป้องกันแดงเข้ม  ,Lv.15 Permata Pertahanan Merah Tua  ,Lv.15 Malalim na Pula na Gem ng Depensa  ,Lv.15 Permata Pertahanan Merah Gelap  ,,,config/item/icon_def_yellow_4.png,,,One of the materials required to harness elemental power and upgrade hero quality to Red+3  ,"Một trong những vật liệu cần thiết để khai thác sức mạnh nguyên tố, nâng phẩm chất anh hùng lên Đỏ+3.",One of the materials required to harness elemental power and upgrade hero quality to Red+3  ,หนึ่งในวัสดุที่จำเป็นสำหรับดึงพลังธาตุและอัปเกรดฮีโร่เป็นแดง+3  ,Salah satu bahan yang dibutuhkan untuk memanfaatkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+3  ,Isa sa mga materyales na kailangan upang pakawalan ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+3  ,Salah satu bahan yang diperlukan untuk menggunakan kuasa unsur dan menaik taraf kualiti wira ke Merah+3  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,45,,12408,12409,12410,,,,,,,,,,,,,,,0.145,,,,,,,,,
5046,,,Primal Quartz – Red Flame Herb  ,Thạch anh nguyên sinh Xích Diệm Thảo,Primal Quartz – Red Flame Herb  ,ควอตซ์กำเนิดดั้งเดิม - สมุนไพรเพลิงแดง  ,Kuarsa Primordial - Ramuan Api Merah  ,Paunang Quartz - Damo ng Pula ng Apoy  ,Kuarsa Primal - Herba Api Merah  ,,,config/item/icon_hp_yellow_5.png,,,One of the materials required to accumulate elemental power and upgrade hero quality to Red+4  ,"Một trong những nguyên liệu cần thiết để tích lũy sức mạnh nguyên tố, nâng phẩm chất tướng lên Đỏ +4",One of the materials required to accumulate elemental power and upgrade hero quality to Red+4  ,หนึ่งในวัสดุที่จำเป็นสำหรับสะสมพลังธาตุและอัปเกรดฮีโร่เป็นแดง+4  ,Salah satu bahan yang dibutuhkan untuk mengumpulkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+4  ,Isa sa mga materyales na kailangan upang ipunin ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+4  ,Salah satu bahan yang diperlukan untuk mengumpul kuasa unsur dan menaik taraf kualiti wira ke Merah+4  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,46,,12501,12502,12503,12504,,,,,,,,,,,,,,0.145,,,,,,,,,
5047,,,Fire-Origin Quartz – Scarlet Flame  ,Thạch anh hỏa nguyên Xích Viêm,Fire-Origin Quartz – Scarlet Flame  ,ควอตซ์ธาตุไฟ - เปลวเพลิงสการ์เล็ต  ,Kuarsa Asal Api - Api Merah  ,Quartz ng Apoy - Apoy ng Scarlet  ,Kuarsa Api Asal - Api Merah  ,,,config/item/icon_atk_yellow_5.png,,,One of the materials required to accumulate elemental power and upgrade hero quality to Red+4  ,"Một trong những nguyên liệu cần thiết để tích lũy sức mạnh nguyên tố, nâng phẩm chất tướng lên Đỏ +4",One of the materials required to accumulate elemental power and upgrade hero quality to Red+4  ,หนึ่งในวัสดุที่จำเป็นสำหรับสะสมพลังธาตุและอัปเกรดฮีโร่เป็นแดง+4  ,Salah satu bahan yang dibutuhkan untuk mengumpulkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+4  ,Isa sa mga materyales na kailangan upang ipunin ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+4  ,Salah satu bahan yang diperlukan untuk mengumpul kuasa unsur dan menaik taraf kualiti wira ke Merah+4  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,47,,12505,12506,12507,,,,,,,,,,,,,,,0.145,,,,,,,,,
5048,,,Elemental Silica – Red Flame Water  ,Silic đioxit nguyên tố nước ngọn lửa đỏ,Elemental Silica – Red Flame Water  ,ซิลิกาองค์ประกอบ - น้ำเพลิงแดง  ,Silika Unsur Air Api Merah  ,Silica ng Tubig na May Apoy na Pulang Elemento  ,Silika Unsur Air Api Merah  ,,,config/item/icon_def_yellow_5.png,,,One of the materials required to accumulate elemental power and upgrade hero quality to Red+4  ,"Một trong những nguyên liệu cần thiết để tích lũy sức mạnh nguyên tố, nâng phẩm chất tướng lên Đỏ +4",One of the materials required to accumulate elemental power and upgrade hero quality to Red+4  ,หนึ่งในวัสดุที่จำเป็นสำหรับสะสมพลังธาตุและอัปเกรดฮีโร่เป็นแดง+4  ,Salah satu bahan yang dibutuhkan untuk mengumpulkan kekuatan elemen dan meningkatkan kualitas hero ke Merah+4  ,Isa sa mga materyales na kailangan upang ipunin ang lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+4  ,Salah satu bahan yang diperlukan untuk mengumpul kuasa unsur dan menaik taraf kualiti wira ke Merah+4  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,48,,12508,12509,12510,,,,,,,,,,,,,,,0.145,,,,,,,,,
5049,,,Dark Red Grass Titanite  ,Titanit cỏ đỏ thẫm,Dark Red Grass Titanite  ,ไททาไนต์หญ้าแดงเข้ม  ,Titanit Rumput Merah Tua  ,Titanite ng Damo na Malalim na Pula  ,Titanit Rumput Merah Gelap  ,,,config/item/icon_hp_yellow_6.png,,,One of the materials required to hold elemental power and upgrade hero quality to Red+5  ,Một trong những vật liệu cần thiết để chứa đựng sức mạnh nguyên tố và nâng cấp phẩm chất anh hùng lên Đỏ +5,One of the materials required to hold elemental power and upgrade hero quality to Red+5  ,หนึ่งในวัสดุที่จำเป็นสำหรับเก็บพลังธาตุและอัปเกรดฮีโร่เป็นแดง+5  ,Salah satu bahan yang dibutuhkan untuk menyimpan kekuatan elemen dan meningkatkan kualitas hero ke Merah+5  ,Isa sa mga materyales na kailangan upang maglaman ng lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+5  ,Salah satu bahan yang diperlukan untuk menyimpan kuasa unsur dan menaik taraf kualiti wira ke Merah+5  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,49,,12601,12602,12603,12604,,,,,,,,,,,,,,0.145,,,,,,,,,
5050,,,Reddish-Orange Titanite  ,Titanit đỏ cam,Reddish-Orange Titanite  ,ไททาไนต์ส้มแดง  ,Titanit Jingga Kemerahan  ,Titanite Kahel-Pula  ,Titanit Jingga Kemerahan  ,,,config/item/icon_atk_yellow_6.png,,,One of the materials required to hold elemental power and upgrade hero quality to Red+5  ,Một trong những vật liệu cần thiết để chứa đựng sức mạnh nguyên tố và nâng cấp phẩm chất anh hùng lên Đỏ +5,One of the materials required to hold elemental power and upgrade hero quality to Red+5  ,หนึ่งในวัสดุที่จำเป็นสำหรับเก็บพลังธาตุและอัปเกรดฮีโร่เป็นแดง+5  ,Salah satu bahan yang dibutuhkan untuk menyimpan kekuatan elemen dan meningkatkan kualitas hero ke Merah+5  ,Isa sa mga materyales na kailangan upang maglaman ng lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+5  ,Salah satu bahan yang diperlukan untuk menyimpan kuasa unsur dan menaik taraf kualiti wira ke Merah+5  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,50,,12605,12606,12607,,,,,,,,,,,,,,,0.145,,,,,,,,,
5051,,,Crimson Water Titanite (Sphene)  ,Sphene Titanit Đỏ Thẫm Nước,Crimson Water Titanite (Sphene)  ,ไททาไนต์น้ำแดงเข้ม (สฟีน)  ,Titanit Air Merah Tua (Sfen)  ,Titanite Tubig na Malalim na Pula (Sphene)  ,Titanit Air Merah Gelap (Sphene)  ,,,config/item/icon_def_yellow_6.png,,,One of the materials required to hold elemental power and upgrade hero quality to Red+5  ,Một trong những vật liệu cần thiết để chứa đựng sức mạnh nguyên tố và nâng cấp phẩm chất anh hùng lên Đỏ +5,One of the materials required to hold elemental power and upgrade hero quality to Red+5  ,หนึ่งในวัสดุที่จำเป็นสำหรับเก็บพลังธาตุและอัปเกรดฮีโร่เป็นแดง+5  ,Salah satu bahan yang dibutuhkan untuk menyimpan kekuatan elemen dan meningkatkan kualitas hero ke Merah+5  ,Isa sa mga materyales na kailangan upang maglaman ng lakas ng elemento at maiangat ang kalidad ng bayani sa Pula+5  ,Salah satu bahan yang diperlukan untuk menyimpan kuasa unsur dan menaik taraf kualiti wira ke Merah+5  ,,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,51,,12608,12609,12610,,,,,,,,,,,,,,,0.145,,,,,,,,,
5052,,,Fluorite – Scarlet Herb  ,Huỳnh thạch thảo dược Xích Diệu,Fluorite – Scarlet Herb  ,ฟลูออไรต์ - สมุนไพรสการ์เล็ต  ,Fluorit - Herbal Merah  ,Fluorite - Damo ng Scarlet  ,Fluorit - Herba Merah  ,,,config/item/icon_hp_red_1.png,,,"One of the materials required to elevate hero quality to Pink, containing elemental power  ","Một trong những vật liệu cần thiết để nâng phẩm chất anh hùng lên màu Hoa Hồng, ẩn chứa sức mạnh của các nguyên tố.","One of the materials required to elevate hero quality to Pink, containing elemental power  ",หนึ่งในวัสดุที่จำเป็นสำหรับยกระดับคุณภาพฮีโร่เป็นชมพู ซึ่งมีพลังธาตุ  ,"Salah satu bahan yang dibutuhkan untuk meningkatkan kualitas hero ke Merah Muda, mengandung kekuatan elemen  ","Isa sa mga materyales na kailangan upang iangat ang kalidad ng bayani sa Rosas, naglalaman ng lakas ng elemento  ","Salah satu bahan yang diperlukan untuk menaik taraf kualiti wira ke Merah Jambu, mengandungi kuasa unsur  ",,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,52,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,,
5053,,,Fluorite – Third Fire Source  ,Huỳnh thạch Hỏa Nguyên Thứ Ba,Fluorite – Third Fire Source  ,ฟลูออไรต์ - ต้นเพลิงที่สาม  ,Fluorit - Api Asal Ketiga  ,Fluorite - Ikatlong Pinagmulan ng Apoy  ,Fluorit - Sumber Api Ketiga  ,,,config/item/icon_atk_red_1.png,,,"One of the materials required to elevate hero quality to Pink, containing elemental power  ","Một trong những vật liệu cần thiết để nâng phẩm chất anh hùng lên màu Hoa Hồng, ẩn chứa sức mạnh của các nguyên tố.","One of the materials required to elevate hero quality to Pink, containing elemental power  ",หนึ่งในวัสดุที่จำเป็นสำหรับยกระดับคุณภาพฮีโร่เป็นชมพู ซึ่งมีพลังธาตุ  ,"Salah satu bahan yang dibutuhkan untuk meningkatkan kualitas hero ke Merah Muda, mengandung kekuatan elemen  ","Isa sa mga materyales na kailangan upang iangat ang kalidad ng bayani sa Rosas, naglalaman ng lakas ng elemento  ","Salah satu bahan yang diperlukan untuk menaik taraf kualiti wira ke Merah Jambu, mengandungi kuasa unsur  ",,,,,,6,strengthen-advance,5,,,,,,,<1;2>,<2>,,,2,53,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,,
